"timestamp","r_version","rmpfr_version","mhn_version","mode","prec_bits","max_terms","grid_points","total_secs","series_nan_count","silent_bug_count","series_nan_min_z","silent_bug_min_z","max_rel_err_series_when_finite","max_rel_err_integrate","max_rel_err_dispatch","ref_max_iterations","ref_reached_max_count"
"2026-05-12T15:54:37+0900","4.5.1","1.1.2","0.1.0","FULL",200,30000,396,184.16,9,7,5,15,2.81242077299609e-07,1.00075031451228,1.00075031451228,6689,0
