"alpha","beta","gamma","q_factor","q","abs_z","val_series","val_integrate","val_dispatch","val_ref","series_returned_nan","rel_err_series","rel_err_integrate","rel_err_dispatch","ref_iterations","ref_reached_max"
1,1,-100,1,0.00999800079960167,100,0.632157308194964,0.632157308194965,0.632157308195703,0.632157308194965,FALSE,7.02497944883523e-16,3.51248972441762e-16,1.16807845785508e-12,200,FALSE
1.5,1,-100,1,0.0149955026979782,100,0.608420358783262,0.608420358787966,0.608420358783262,0.608420358783262,FALSE,9.12381553803866e-16,7.73060890538015e-12,9.12381553803866e-16,200,FALSE
3,1,-100,1,0.0299820215676547,100,0.57687696050156,0.576876960501593,0.57687696050156,0.576876960501589,FALSE,5.04229588574442e-14,6.54343740898131e-15,5.04229588574442e-14,202,FALSE
10,1,-100,1,0.0998007960222651,100,0.542194282924058,0.54219442756354,0.542194282924058,0.542194435411947,FALSE,2.81242077299609e-07,1.44752627687833e-08,2.81242077299609e-07,209,FALSE
0.3,1,-50,1,0.00599856069078619,50,0.727026224641105,0.727026224641105,0.727026224641105,0.727026224641105,FALSE,6.10829698845164e-16,0,6.10829698845164e-16,200,FALSE
0.7,1,-50,1,0.0139921687685263,50,0.656707883107856,0.656707883107856,0.656707883107856,0.656707883107856,FALSE,1.69058884959786e-16,1.69058884959786e-16,1.69058884959786e-16,200,FALSE
1,1,-50,1,0.019984025548915,50,0.632267095768729,0.63226709576873,0.632267095768855,0.632267095768729,FALSE,1.75593990586417e-16,5.26781971759252e-16,1.98245615372065e-13,200,FALSE
1.5,1,-50,1,0.0299640861416677,50,0.608558697281445,0.608558697286148,0.608558697281445,0.608558697281445,FALSE,0,7.72720965801517e-12,0,200,FALSE
3,1,-50,1,0.0598566870804706,50,0.577076057095639,0.577076057095628,0.577076057095639,0.577076057095624,FALSE,2.57799441634292e-14,6.15640457634131e-15,2.57799441634292e-14,202,FALSE
10,1,-50,1,0.198425099200294,50,0.542555625421765,0.542555602657679,0.542555625421765,0.542555605317734,FALSE,3.70543238508311e-08,4.9028239593245e-09,3.70543238508311e-08,209,FALSE
0.3,1,-25,1,0.0119885020654582,25,0.727231155965293,0.727231155965293,0.727231155965293,0.727231155965293,FALSE,1.52664392266239e-16,3.05328784532477e-16,1.52664392266239e-16,200,FALSE
0.7,1,-25,1,0.0279375594218836,25,0.657059731152783,0.657059731152784,0.657059731152783,0.657059731152784,FALSE,5.06905067524371e-16,1.68968355841457e-16,5.06905067524371e-16,200,FALSE
1,1,-25,1,0.0398728127045622,25,0.632699478425947,0.632699478425948,0.632699478426,0.632699478425948,FALSE,7.01895963238161e-16,1.7547399080954e-16,8.33501456345316e-14,200,FALSE
1.5,1,-25,1,0.0597147320619813,25,0.609098437877804,0.609098437882501,0.609098437877804,0.609098437877804,FALSE,3.64546337860708e-16,7.71143095793649e-12,3.64546337860708e-16,200,FALSE
3,1,-25,1,0.118869601428498,25,0.577843317038937,0.577843317038923,0.577843317038937,0.577843317038912,FALSE,4.34218751288923e-14,1.86368225110732e-14,4.34218751288923e-14,202,FALSE
10,1,-25,1,0.387959023675877,25,0.543850849264266,0.54385086306147,0.543850849264266,0.543850864234755,FALSE,2.75268281750912e-08,2.15736558103058e-09,2.75268281750912e-08,209,FALSE
0.3,1,-22,1,0.0136195008360884,22,0.727310076505085,0.727310076505085,0.727310076505085,0.727310076505085,FALSE,4.57943479881402e-16,4.57943479881402e-16,4.57943479881402e-16,200,FALSE
0.7,1,-22,1,0.031726674375733,22,0.657194571105069,0.657194571105069,0.657194571105069,0.657194571105069,FALSE,3.37867375489217e-16,1.68933687744608e-16,3.37867375489217e-16,200,FALSE
1,1,-22,1,0.0452682532047088,22,0.632864580881132,0.632864580881133,0.632864580881143,0.632864580881133,FALSE,1.22799749064102e-15,5.2628463884615e-16,1.61393955912819e-14,200,FALSE
1.5,1,-22,1,0.0677643628300215,22,0.609303273127327,0.609303273132025,0.609303273127327,0.609303273127329,FALSE,3.27981406380475e-15,7.70683420237144e-12,3.27981406380475e-15,200,FALSE
3,1,-22,1,0.134713834792322,22,0.578129425120626,0.578129425120591,0.578129425120626,0.578129425120589,FALSE,6.41403938482211e-14,3.64870503927006e-15,6.41403938482211e-14,202,FALSE
10,1,-22,1,0.437171043518958,22,0.544298270794409,0.544298252123212,0.544298270794409,0.544298256254825,FALSE,2.67125310896598e-08,7.59071378063148e-09,2.67125310896598e-08,209,FALSE
0.3,1,-20,1,0.0149775672479331,20,0.727383203056985,0.727383203056985,0.727383203056985,0.727383203056985,FALSE,0,6.10529921482489e-16,0,200,FALSE
0.7,1,-20,1,0.0348783500696417,20,0.657319187768827,0.657319187768827,0.657319187768827,0.657319187768826,FALSE,3.37803321516795e-16,3.37803321516795e-16,3.37803321516795e-16,200,FALSE
1,1,-20,1,0.0497524691810387,20,0.633016872008582,0.633016872008582,0.63301687200859,0.633016872008582,FALSE,5.26158025347279e-16,0,1.33293366421311e-14,200,FALSE
1.5,1,-20,1,0.0744457825461096,20,0.609491614301371,0.609491614306067,0.609491614301371,0.609491614301372,FALSE,2.18586703785465e-15,7.70226681905383e-12,2.18586703785465e-15,200,FALSE
3,1,-20,1,0.1478150704935,20,0.57839008101926,0.578390081019256,0.57839008101926,0.57839008101926,FALSE,1.91950564343822e-16,7.86997313809668e-15,1.91950564343822e-16,202,FALSE
10,1,-20,1,0.477225575051661,20,0.544690585618078,0.54469060872307,0.544690585618078,0.544690608584439,FALSE,4.21640469049234e-08,2.54515118468796e-10,4.21640469049234e-08,209,FALSE
0.3,1,-18,1,0.0166359162544856,18,0.727481527847844,0.727481527847842,0.727481527847844,0.727481527847843,FALSE,6.10447403611527e-16,1.37350665812594e-15,6.10447403611527e-16,200,FALSE
0.7,1,-18,1,0.0387222871640871,18,0.657486257557212,0.657486257557212,0.657486257557212,0.657486257557212,FALSE,3.37717484392759e-16,3.37717484392759e-16,3.37717484392759e-16,200,FALSE
1,1,-18,1,0.0552167895721496,18,0.633220604190474,0.633220604190475,0.633220604190474,0.633220604190475,FALSE,7.01318319257469e-16,1.75329579814367e-16,1.22730705870057e-15,200,FALSE
1.5,1,-18,1,0.0825756949558398,18,0.609742682061782,0.609742682066474,0.609742682061782,0.609742682061782,FALSE,0,7.69563580117354e-12,0,200,FALSE
3,1,-18,1,0.163689526544408,18,0.578734014328422,0.578734014328412,0.578734014328422,0.578734014328414,FALSE,1.24693719072963e-14,3.45305683586666e-15,1.24693719072963e-14,202,FALSE
10,1,-18,1,0.524937810560445,18,0.545187507785719,0.545187488970841,0.545187507785719,0.545187490697183,FALSE,3.13443293257786e-08,3.16650976708555e-09,3.13443293257786e-08,208,FALSE
0.3,1,-15,1,0.0199469492288618,15,0.727707017377814,0.727707017377813,0.727707017377814,0.727707017377814,FALSE,0,6.10258248505385e-16,0,200,FALSE
0.7,1,-15,1,0.0463798545456431,15,0.657867310778448,0.657867310778447,0.657867310778448,0.657867310778448,FALSE,1.68760934984205e-16,3.37521869968411e-16,1.68760934984205e-16,200,FALSE
1,1,-15,1,0.0660843806184368,15,0.633683408635669,0.633683408635668,0.63368340863568,0.633683408635669,FALSE,0,3.50403059160247e-16,1.75201529580124e-14,200,FALSE
1.5,1,-15,1,0.098701079585163,15,0.610309273102643,0.610309273107332,0.610309273102643,0.610309273102643,FALSE,5.45734633351263e-16,7.68139687596348e-12,5.45734633351263e-16,200,FALSE
3,1,-15,1,0.194933459514875,15,0.579495739476809,0.579495739476823,0.579495739476809,0.579495739476823,FALSE,2.4714378453575e-14,1.91584329097481e-16,2.4714378453575e-14,202,FALSE
10,1,-15,1,0.616062299143245,15,0.546211254955666,0.546211249748898,0.546211254955666,0.546211248208195,FALSE,1.2353226264591e-08,2.82070925066725e-09,1.2353226264591e-08,208,FALSE
0.3,1,-10,1,0.0298221281347035,10,0.728599050659887,0.728599050659887,0.728599050659887,0.728599050659887,FALSE,1.52377775351153e-16,1.52377775351153e-16,1.52377775351153e-16,200,FALSE
0.7,1,-10,1,0.0690465157330258,10,0.659347099194088,0.659347099194088,0.659347099194088,0.659347099194088,FALSE,5.05146542382079e-16,1.68382180794026e-16,5.05146542382079e-16,200,FALSE
1,1,-10,1,0.098076211353316,10,0.63545666874215,0.635456668742151,0.635456668742154,0.635456668742151,FALSE,6.98850498695861e-16,3.4942524934793e-16,4.71724086619706e-15,200,FALSE
1.5,1,-10,1,0.145751311064591,10,0.61243376611662,0.612433766121288,0.61243376611662,0.612433766116621,FALSE,1.26896353570685e-15,7.62103243444514e-12,1.26896353570685e-15,200,FALSE
3,1,-10,1,0.283882181415011,10,0.582186883371536,0.582186883371554,0.582186883371536,0.582186883371549,FALSE,2.13582583719361e-14,8.9628405667946e-15,2.13582583719361e-14,202,FALSE
10,1,-10,1,0.854101966249685,10,0.54916162211247,0.549161622333742,0.54916162211247,0.549161622594372,FALSE,8.77524632330747e-10,4.74597106653046e-10,8.77524632330747e-10,208,FALSE
0.3,1,-5,1,0.0586252328302401,5,0.732743179987261,0.732743179987261,0.732743179987261,0.73274317998726,FALSE,3.03031963980739e-16,4.54547945971108e-16,3.03031963980739e-16,200,FALSE
0.7,1,-5,1,0.132931668593933,5,0.665706411682192,0.665706411682193,0.665706411682192,0.665706411682192,FALSE,0,1.66773671567877e-16,0,200,FALSE
1,1,-5,1,0.186140661634507,5,0.642679954619531,0.642679954619532,0.642679954619533,0.642679954619532,FALSE,1.03649384112104e-15,1.72748973520173e-16,1.03649384112104e-15,200,FALSE
1.5,1,-5,1,0.270690632574555,5,0.620411783709428,0.620411783713992,0.620411783709428,0.620411783709427,FALSE,1.2526456422072e-15,7.35857735045747e-12,1.2526456422072e-15,200,FALSE
3,1,-5,1,0.5,5,0.590466848444516,0.590466848444518,0.590466848444516,0.590466848444517,FALSE,2.44432000850649e-15,2.06827077642857e-15,2.44432000850649e-15,201,FALSE
10,1,-5,1,1.3117376914899,5,0.554606858778857,0.55460685877809,0.554606858778857,0.554606858775391,FALSE,6.2494814222645e-12,4.86582353473792e-12,6.2494814222645e-12,206,FALSE
0.3,1,-2,1,0.132455532033676,2,0.748264224351684,0.748264224351684,0.748264224351684,0.748264224351684,FALSE,1.48373126563292e-16,0,1.48373126563292e-16,200,FALSE
0.7,1,-2,1,0.274596669241483,2,0.684107618870076,0.684107618870075,0.684107618870076,0.684107618870075,FALSE,1.62287773736373e-16,1.62287773736373e-16,1.62287773736373e-16,200,FALSE
1,1,-2,1,0.366025403784439,2,0.660660599516928,0.660660599516928,0.660660599516928,0.660660599516928,FALSE,3.36094819469164e-16,3.36094819469164e-16,5.04142229203746e-16,200,FALSE
1.5,1,-2,1,0.5,2,0.636666629677795,0.636666629681947,0.636666629677795,0.636666629677794,FALSE,3.48761179830336e-16,6.52183406282729e-12,3.48761179830336e-16,200,FALSE
3,1,-2,1,0.822875655532295,2,0.601816561922522,0.601816561922522,0.601816561922522,0.601816561922522,FALSE,1.84478642641292e-16,7.37914570565167e-16,1.84478642641292e-16,201,FALSE
10,1,-2,1,1.79128784747792,2,0.558312959056778,0.558312959056751,0.558312959056778,0.558312959056744,FALSE,6.02525108909809e-14,1.25277497892138e-14,6.02525108909809e-14,203,FALSE
0.3,1,-0.5,1,0.281970514902493,0.5,0.77740763343917,0.777407633439171,0.77740763343917,0.777407633439171,FALSE,4.28432772024753e-16,1.42810924008251e-16,4.28432772024753e-16,200,FALSE
0.7,1,-0.5,1,0.479669331122391,0.5,0.705895062305117,0.705895062305117,0.705895062305117,0.705895062305116,FALSE,4.71836290085256e-16,4.71836290085256e-16,4.71836290085256e-16,200,FALSE
1,1,-0.5,1,0.593070330817254,0.5,0.677823145090477,0.677823145090477,0.677823145090478,0.677823145090477,FALSE,3.27584867134321e-16,0,3.27584867134321e-16,200,FALSE
1.5,1,-0.5,1,0.75,0.5,0.648735399409138,0.648735399412537,0.648735399409138,0.648735399409138,FALSE,3.42272990077723e-16,5.23985720509986e-12,3.42272990077723e-16,200,FALSE
3,1,-0.5,1,1.10610722522451,0.5,0.607389375383678,0.607389375383678,0.607389375383678,0.607389375383677,FALSE,5.48358138759267e-16,3.65572092506178e-16,5.48358138759267e-16,200,FALSE
10,1,-0.5,1,2.11455910839611,0.5,0.559378385857227,0.559378385857227,0.559378385857227,0.559378385857227,FALSE,3.96948846324757e-16,7.93897692649515e-16,3.96948846324757e-16,200,FALSE
0.3,1,0.5,1,0.531970514902493,0.5,0.801952734482491,0.801952734482491,0.801952734482491,0.801952734482491,FALSE,2.76879914959476e-16,1.38439957479738e-16,2.76879914959476e-16,200,FALSE
0.7,1,0.5,1,0.729669331122391,0.5,0.717635616899484,0.717635616899484,0.717635616899484,0.717635616899484,FALSE,0,1.54705674924808e-16,0,200,FALSE
1,1,0.5,1,0.843070330817254,0.5,0.6853297823065,0.6853297823065,0.6853297823065,0.6853297823065,FALSE,1.61998362436354e-16,0,0,200,FALSE
1.5,1,0.5,1,1,0.5,0.652858096958939,0.65285809696143,0.652858096958939,0.652858096958939,FALSE,3.40111589270825e-16,3.81486164105621e-12,3.40111589270825e-16,200,FALSE
3,1,0.5,1,1.35610722522451,0.5,0.608634047434008,0.608634047434008,0.608634047434008,0.608634047434008,FALSE,0,1.8241224415654e-16,0,200,FALSE
10,1,0.5,1,2.36455910839611,0.5,0.559499559245628,0.559499559245628,0.559499559245628,0.559499559245628,FALSE,1.9843143864529e-16,1.9843143864529e-16,1.9843143864529e-16,200,FALSE
0.3,1,2,1,1.13245553203368,2,0.780128161970387,0.780128161970387,0.780128161970387,0.780128161970387,FALSE,0,4.26938705233141e-16,0,200,FALSE
0.7,1,2,1,1.27459666924148,2,0.700462938876516,0.700462938876516,0.700462938876516,0.700462938876516,FALSE,1.58498467657099e-16,3.16996935314197e-16,1.58498467657099e-16,200,FALSE
1,1,2,1,1.36602540378444,2,0.671834514326088,0.671834514326088,0.671834514326088,0.671834514326088,FALSE,3.30504908858043e-16,3.30504908858043e-16,1.65252454429022e-16,201,FALSE
1.5,1,2,1,1.5,2,0.643426587193069,0.643426587194002,0.643426587193069,0.643426587193069,FALSE,3.45097031028349e-16,1.45027027289664e-12,3.45097031028349e-16,201,FALSE
3,1,2,1,1.8228756555323,2,0.604259084377225,0.604259084377225,0.604259084377225,0.604259084377225,FALSE,1.83732947228985e-16,1.83732947228985e-16,1.83732947228985e-16,202,FALSE
10,1,2,1,2.79128784747792,2,0.558607171902303,0.558607171902303,0.558607171902303,0.558607171902303,FALSE,1.98748437268422e-16,1.98748437268422e-16,1.98748437268422e-16,204,FALSE
0.3,1,5,1,2.55862523283024,5,0.619772484823305,0.619772484823305,0.619772484823305,0.619772484823305,FALSE,5.3740189431369e-16,3.5826792954246e-16,5.3740189431369e-16,209,FALSE
0.7,1,5,1,2.63293166859393,5,0.60938001449168,0.609380014491681,0.60938001449168,0.609380014491681,FALSE,5.46566837551076e-16,3.64377891700718e-16,5.46566837551076e-16,209,FALSE
1,1,5,1,2.68614066163451,5,0.603737589547719,0.60373758954772,0.60373758954772,0.60373758954772,FALSE,1.28724156105603e-15,3.67783303158865e-16,5.51674954738297e-16,210,FALSE
1.5,1,5,1,2.77069063257455,5,0.596258478228247,0.596258478228254,0.596258478228247,0.596258478228247,FALSE,5.58594836885572e-16,1.303387952733e-14,5.58594836885572e-16,210,FALSE
3,1,5,1,3,5,0.581237926164073,0.581237926164074,0.581237926164073,0.581237926164073,FALSE,7.64040317845164e-16,1.14606047676775e-15,7.64040317845164e-16,212,FALSE
10,1,5,1,3.8117376914899,5,0.553417132142102,0.5534171321421,0.553417132142102,0.553417132142102,FALSE,6.0183700150075e-16,2.80857267367017e-15,6.0183700150075e-16,216,FALSE
0.3,1,10,1,5.0298221281347,10,0.556868038936976,0.556868038936968,0.556868038936976,0.55686803893697,FALSE,1.07659336032651e-14,3.58864453442169e-15,1.07659336032651e-14,244,FALSE
0.7,1,10,1,5.06904651573303,10,0.555870956572266,0.555870956572256,0.555870956572266,0.555870956572257,FALSE,1.51792333947103e-14,2.59644781751624e-15,1.51792333947103e-14,245,FALSE
1,1,10,1,5.09807621135332,10,0.555156670792628,0.555156670792621,0.555156670792621,0.555156670792621,FALSE,1.33989099948458e-14,7.99934925065419e-16,0,245,FALSE
1.5,1,10,1,5.14575131106459,10,0.554024757562838,0.554024757562831,0.554024757562838,0.554024757562832,FALSE,1.18231464494537e-14,2.40470775243125e-15,1.18231464494537e-14,245,FALSE
3,1,10,1,5.28388218141501,10,0.551005667364119,0.551005667364111,0.551005667364119,0.551005667364112,FALSE,1.18879282614708e-14,2.41788371419746e-15,1.18879282614708e-14,247,FALSE
10,1,10,1,5.85410196624968,10,0.54153751126483,0.541537511264827,0.54153751126483,0.541537511264825,FALSE,1.04556698433756e-14,3.28021014694136e-15,1.04556698433756e-14,253,FALSE
0.3,1,15,1,7.51994694922886,15,0.53773627545718,0.537736275457192,0.53773627545718,0.537736275457193,FALSE,2.45690212768454e-14,3.30339781873551e-15,2.45690212768454e-14,318,FALSE
0.7,1,15,1,7.54637985454564,15,0.537444454690422,0.537444454690422,0.537444454690422,0.537444454690422,FALSE,8.26297873155779e-16,8.26297873155779e-16,8.26297873155779e-16,319,FALSE
1,1,15,1,7.56608438061844,15,0.537229915158314,0.537229915158321,0.537229915158322,0.53722991515832,FALSE,1.28127316786658e-14,1.44659873791388e-15,2.27322658815039e-15,319,FALSE
1.5,1,15,1,7.59870107958516,15,0.536880285966352,0.536880285966356,0.536880285966352,0.536880285966356,FALSE,7.85807861427039e-15,8.27166169923199e-16,7.85807861427039e-15,320,FALSE
3,1,15,1,7.69493345951487,15,0.535886923152175,0.535886923152179,0.535886923152175,0.53588692315218,FALSE,8.07981984439752e-15,1.03587433902532e-15,8.07981984439752e-15,323,FALSE
10,1,15,1,8.11606229914324,15,0.532114376138354,0.532114376138354,0.532114376138354,0.532114376138353,FALSE,2.50372417903588e-15,2.50372417903588e-15,2.50372417903588e-15,334,FALSE
0.3,1,18,1,9.01663591625449,18,0.531414200466547,0.531414200466547,0.531414200466547,0.531414200466548,FALSE,3.55161593387186e-15,3.55161593387186e-15,3.55161593387186e-15,401,FALSE
0.7,1,18,1,9.03872228716409,18,0.531245727607904,0.531245727607927,0.531245727607904,0.53124572760793,FALSE,4.91114369920096e-14,6.47852998618e-15,4.91114369920096e-14,402,FALSE
1,1,18,1,9.05521678957215,18,0.531121105988086,0.531121105988086,0.531121105988084,0.531121105988087,FALSE,2.71744036480651e-15,2.71744036480651e-15,5.22584685539713e-15,403,FALSE
1.5,1,18,1,9.08257569495584,18,0.530916619726451,0.530916619726451,0.530916619726451,0.530916619726453,FALSE,3.55494454634932e-15,3.55494454634932e-15,3.55494454634932e-15,403,FALSE
3,1,18,1,9.16368952654441,18,0.530326139500282,0.530326139500297,0.530326139500282,0.530326139500294,FALSE,2.17721107750436e-14,6.48976378871493e-15,2.17721107750436e-14,406,FALSE
10,1,18,1,9.52493781056044,18,0.527952886366809,0.527952886366817,0.527952886366809,0.527952886366817,FALSE,1.47201793437615e-14,6.30864829018351e-16,1.47201793437615e-14,416,FALSE
0.3,1,20,1,10.0149775672479,20,0.528260380008203,0.528260380008195,0.528260380008203,0.528260380008199,FALSE,6.72530784675799e-15,7.56597132760274e-15,6.72530784675799e-15,462,FALSE
0.7,1,20,1,10.0348783500696,20,0.528137682543306,0.528137682543321,0.528137682543306,0.528137682543325,FALSE,3.51058542574628e-14,6.51665558072663e-15,3.51058542574628e-14,463,FALSE
1,1,20,1,10.049752469181,20,0.528046681567266,0.528046681567274,0.528046681567271,0.528046681567273,FALSE,1.34560591054406e-14,6.30752770567528e-16,5.04602216454023e-15,463,FALSE
1.5,1,20,1,10.0744457825461,20,0.527896919735438,0.527896919735453,0.527896919735438,0.527896919735452,FALSE,2.7340374191537e-14,1.26186342422478e-15,2.7340374191537e-14,464,FALSE
3,1,20,1,10.1478150704935,20,0.527461379010131,0.527461379010138,0.527461379010131,0.527461379010135,FALSE,7.57743229684645e-15,6.73549537497463e-15,7.57743229684645e-15,466,FALSE
10,1,20,1,10.4772255750517,20,0.525664726318954,0.525664726318969,0.525664726318954,0.525664726318965,FALSE,2.23875856069631e-14,6.12490549624462e-15,2.23875856069631e-14,477,FALSE
0.3,1,22,1,11.0136195008361,22,0.525683018704107,0.525683018704063,0.525683018704107,0.525683018704064,FALSE,8.25777487921506e-14,2.53435546165168e-15,8.25777487921506e-14,527,FALSE
0.7,1,22,1,11.0317266743757,22,0.525590898263094,0.525590898263102,0.525590898263094,0.525590898263102,FALSE,1.43638647328172e-14,0,1.43638647328172e-14,527,FALSE
1,1,22,1,11.0452682532047,22,0.525522442079052,0.525522442079029,0.525522442079028,0.52552244207903,FALSE,4.07733384144291e-14,1.90134738720136e-15,5.07025969920362e-15,528,FALSE
1.5,1,22,1,11.06776436283,22,0.525409535584998,0.52540953558499,0.525409535584998,0.525409535584986,FALSE,2.13419281327457e-14,7.18441145062727e-15,2.13419281327457e-14,528,FALSE
3,1,22,1,11.1347138347923,22,0.525079433155733,0.525079433155718,0.525079433155733,0.525079433155716,FALSE,3.19272982586394e-14,3.38302498104789e-15,3.19272982586394e-14,531,FALSE
10,1,22,1,11.437171043519,22,0.523690355227911,0.523690355227881,0.523690355227911,0.523690355227886,FALSE,4.83359769924319e-14,8.47999596358454e-15,4.83359769924319e-14,541,FALSE
0.3,1,25,1,12.5119885020655,25,0.522593356499439,0.522593356499454,0.522593356499439,0.52259335649945,FALSE,2.01822671543091e-14,8.07290686172364e-15,2.01822671543091e-14,631,FALSE
0.7,1,25,1,12.5279375594219,25,0.522530624379859,0.522530624379919,0.522530624379859,0.52253062437992,FALSE,1.15371439346135e-13,1.69976337894858e-15,1.15371439346135e-13,631,FALSE
1,1,25,1,12.5398728127046,25,0.52248390968177,0.522483909681815,0.522483909681813,0.522483909681808,FALSE,7.13964448209e-14,1.38118122421384e-14,1.04119815363812e-14,632,FALSE
1.5,1,25,1,12.559714732062,25,0.522406680305821,0.522406680305851,0.522406680305821,0.522406680305849,FALSE,5.41928122193358e-14,2.55024998679227e-15,5.41928122193358e-14,633,FALSE
3,1,25,1,12.6188696014285,25,0.522179587393689,0.522179587393719,0.522179587393689,0.52217958739372,FALSE,6.01695515401332e-14,3.40181210120894e-15,6.01695515401332e-14,635,FALSE
10,1,25,1,12.8879590236759,25,0.521202683311808,0.521202683311838,0.521202683311808,0.521202683311847,FALSE,7.45541170566672e-14,1.76799763305811e-14,7.45541170566672e-14,645,FALSE
0.3,1,50,1,25.0059985606908,50,0.511286966466364,0.511286966466538,0.511286966466364,0.51128696646655,FALSE,3.65017109137865e-13,2.41028549163016e-14,3.65017109137865e-13,1849,FALSE
0.7,1,50,1,25.0139921687685,50,0.511279138712376,0.51127913871226,0.511279138712376,0.511279138712277,FALSE,1.9239149915159e-13,3.49605320128736e-14,1.9239149915159e-13,1849,FALSE
1,1,50,1,25.0199840255489,50,0.511273278328415,0.511273278328415,0.511273278328467,0.511273278328462,FALSE,9.12024332402134e-14,9.12024332402134e-14,9.55454062516521e-15,1849,FALSE
1.5,1,50,1,25.0299640861417,50,0.511263530824784,0.511263530824784,0.511263530824784,0.511263530824806,FALSE,4.2561946962162e-14,4.2561946962162e-14,4.2561946962162e-14,1850,FALSE
3,1,50,1,25.0598566870805,50,0.511234435889198,0.511234435889256,0.511234435889198,0.511234435889286,FALSE,1.70908972291769e-13,5.71144341966139e-14,1.70908972291769e-13,1852,FALSE
10,1,50,1,25.1984250992003,50,0.511101514936928,0.511101514936986,0.511101514936928,0.511101514936971,FALSE,8.29786613837587e-14,3.06282493589266e-14,8.29786613837587e-14,1860,FALSE
0.3,1,100,1,50.0029998200216,100,0.505642291246266,0.505642291245806,0.505642291246266,0.505642291245722,FALSE,1.07631686687136e-12,1.66870832073079e-13,1.07631686687136e-12,6158,FALSE
0.7,1,100,1,50.0069990202743,100,0.505641313183025,0.505641313181875,0.505641313183025,0.505641313181702,FALSE,2.6172423234682e-12,3.43403271300693e-13,2.6172423234682e-12,6158,FALSE
1,1,100,1,50.0099980007996,100,0.505640579963579,0.505640579962659,0.505640579962647,0.505640579962585,FALSE,1.96534983290999e-12,1.46232039852313e-13,1.2295787134729e-13,6158,FALSE
1.5,1,100,1,50.014995502698,100,0.50563935854601,0.50563935854509,0.50563935854601,0.505639358545098,FALSE,1.80331327993985e-12,1.55893392031814e-14,1.80331327993985e-12,6159,FALSE
3,1,100,1,50.0299820215677,100,0.505635698949515,0.505635698948595,0.505635698949515,0.505635698948435,FALSE,2.13443751001485e-12,3.15521726354422e-13,2.13443751001485e-12,6161,FALSE
10,1,100,1,50.0998007960223,100,0.505618712345892,0.505618712344972,0.505618712345892,0.505618712344898,FALSE,1.96609356413863e-12,1.47116672768917e-13,1.96609356413863e-12,6168,FALSE
0.3,1,-100,3,0.00899946006478913,100,0.9022737050963,0.902273705096299,0.9022737050963,0.9022737050963,FALSE,6.15236273845896e-16,4.92189019076717e-16,6.15236273845896e-16,200,FALSE
0.7,1,-100,3,0.0209970608229106,100,0.931785866178313,0.931785866178312,0.931785866178313,0.93178586617831,FALSE,2.97875044289602e-15,2.14470031888513e-15,2.97875044289602e-15,200,FALSE
1,1,-100,3,0.029994002398805,100,0.950257687042574,0.950257687042581,0.950257687043639,0.95025768704258,FALSE,6.19219619135758e-15,9.34671123223786e-16,1.11459531444436e-12,201,FALSE
1.5,1,-100,3,0.0449865080939347,100,0.970755850954943,0.970755850979421,0.970755850954943,0.97075585095498,FALSE,3.85416331954747e-14,2.51768358257715e-11,3.85416331954747e-14,203,FALSE
3,1,-100,3,0.0899460647029642,100,0.9937991640069,0.993799164517628,0.9937991640069,0.993799164499244,FALSE,4.95415489256567e-10,1.84986682187707e-11,4.95415489256567e-10,208,FALSE
10,1,-100,3,0.299402388066795,100,NA,0.999993189607152,0.999993189607152,-71137.7637445746,TRUE,NA,1.00001405713558,1.00001405713558,229,FALSE
0.3,1,-50,3,0.0179956820723586,50,0.90233674240997,0.90233674240997,0.90233674240997,0.90233674240997,FALSE,3.69115976035719e-16,1.23038658678573e-16,3.69115976035719e-16,200,FALSE
0.7,1,-50,3,0.0419765063055788,50,0.931899540806736,0.931899540806738,0.931899540806736,0.931899540806736,FALSE,4.765419344081e-16,2.14443870483645e-15,4.765419344081e-16,200,FALSE
1,1,-50,3,0.059952076646745,50,0.950391321364764,0.950391321364762,0.950391321364977,0.950391321364762,FALSE,1.75226193621625e-15,4.67269849657666e-16,2.25691337384653e-13,201,FALSE
1.5,1,-50,3,0.089892258425003,50,0.970899077670224,0.970899077694644,0.970899077670224,0.970899077670191,FALSE,3.46480477938712e-14,2.51861576463337e-11,3.46480477938712e-14,203,FALSE
3,1,-50,3,0.179570061241412,50,0.993891725693493,0.993891725839424,0.993891725693493,0.993891725814376,FALSE,1.2162667654507e-10,2.52016804325889e-11,1.2162667654507e-10,208,FALSE
10,1,-50,3,0.595275297600883,50,NA,0.999994030626318,0.999994030626318,-15960.2631871212,TRUE,NA,1.00006265523437,1.00006265523437,228,FALSE
0.3,1,-25,3,0.0359655061963746,25,0.902586909273031,0.90258690927303,0.902586909273031,0.902586909273031,FALSE,1.23004556483027e-16,1.23004556483027e-15,1.23004556483027e-16,200,FALSE
0.7,1,-25,3,0.0838126782656508,25,0.932348334752614,0.932348334752616,0.932348334752614,0.932348334752615,FALSE,8.33546956936236e-16,5.95390683525883e-16,8.33546956936236e-16,200,FALSE
1,1,-25,3,0.119618438113687,25,0.950916583942716,0.950916583942714,0.950916583942777,0.950916583942714,FALSE,1.98479990120402e-15,2.33505870729885e-16,6.63156672872874e-14,201,FALSE
1.5,1,-25,3,0.179144196185944,25,0.971453944985419,0.971453945009805,0.971453944985419,0.971453944985392,FALSE,2.76568923669694e-14,2.51301723944846e-11,2.76568923669694e-14,203,FALSE
