"alpha","beta","gamma","q_factor","q","abs_z","val_series","val_integrate","val_dispatch","val_ref","series_returned_nan","rel_err_series","rel_err_integrate","rel_err_dispatch","ref_iterations","ref_reached_max"
3,1,-25,3,0.356608804285495,25,0.994240515706544,0.994240515875204,0.994240515706544,0.994240515895528,FALSE,1.90078024837379e-10,2.04412517084737e-11,1.90078024837379e-10,208,FALSE
10,1,-25,3,1.16387707102763,25,NA,0.999996363132338,0.999996363132338,-2116.8359438705,TRUE,NA,1.00047240144709,1.00047240144709,228,FALSE
0.3,1,-22,3,0.0408585025082653,22,0.902683239642056,0.902683239642055,0.902683239642056,0.902683239642056,FALSE,1.22991429979956e-16,9.83931439839647e-16,1.22991429979956e-16,200,FALSE
0.7,1,-22,3,0.0951800231271989,22,0.932520166347869,0.932520166347871,0.932520166347869,0.93252016634787,FALSE,1.4286743360928e-15,8.33393362720798e-16,1.4286743360928e-15,200,FALSE
1,1,-22,3,0.135804759614127,22,0.951116714679599,0.95111671467959,0.9511167146796,0.95111671467959,FALSE,9.22154112021195e-15,4.66913474441111e-16,1.0505553174925e-14,201,FALSE
1.5,1,-22,3,0.203293088490065,22,0.97166335072335,0.971663350747742,0.97166335072335,0.971663350723353,FALSE,2.97076128463268e-15,2.51005333941086e-11,2.97076128463268e-15,203,FALSE
3,1,-22,3,0.404141504376966,22,0.99436738315758,0.994367383430066,0.99436738315758,0.994367383432583,FALSE,2.76560781193819e-10,2.53113249565458e-12,2.76560781193819e-10,208,FALSE
10,1,-22,3,1.31151313055688,22,NA,0.999996962599857,0.999996962599857,2902.08268721181,TRUE,NA,0.999655420926838,0.999655420926838,228,FALSE
0.3,1,-20,3,0.0449327017437993,20,0.902772492557077,0.902772492557077,0.902772492557077,0.902772492557077,FALSE,1.22979270389651e-16,0,1.22979270389651e-16,200,FALSE
0.7,1,-20,3,0.104635050208925,20,0.932678890424474,0.932678890424477,0.932678890424474,0.932678890424475,FALSE,5.95179667956181e-16,2.14264680464225e-15,5.95179667956181e-16,200,FALSE
1,1,-20,3,0.149257407543116,20,0.951301101270117,0.951301101270125,0.951301101270135,0.951301101270123,FALSE,6.30211015731127e-15,1.63388041115477e-15,1.17872801090452e-14,201,FALSE
1.5,1,-20,3,0.223337347638329,20,0.971855331344674,0.971855331369162,0.971855331344674,0.971855331344753,FALSE,8.20225095208216e-14,2.51155665852238e-11,8.20225095208216e-14,203,FALSE
3,1,-20,3,0.443445211480501,20,0.994481464863061,0.994481465004778,0.994481464863061,0.994481465036035,FALSE,1.73933605118577e-10,3.14297771811608e-11,1.73933605118577e-10,208,FALSE
10,1,-20,3,1.43167672515498,20,NA,0.999997417059035,0.999997417059035,-5511.98221336463,TRUE,NA,1.00018142246806,1.00018142246806,227,FALSE
0.3,1,-18,3,0.0499077487634567,18,0.902892492535629,0.902892492535629,0.902892492535629,0.902892492535629,FALSE,4.91851702745815e-16,3.68888777059362e-16,4.91851702745815e-16,200,FALSE
0.7,1,-18,3,0.116166861492261,18,0.932891566858977,0.932891566858978,0.932891566858977,0.932891566858977,FALSE,5.9504398156543e-16,8.33061574191602e-16,5.9504398156543e-16,200,FALSE
1,1,-18,3,0.165650368716449,18,0.951547447371666,0.951547447371665,0.951547447371666,0.951547447371664,FALSE,1.40010635647244e-15,5.83377648530182e-16,1.51678188617847e-15,201,FALSE
1.5,1,-18,3,0.24772708486752,18,0.972110411417044,0.97211041144149,0.972110411417044,0.972110411417086,FALSE,4.35130585388513e-14,2.51039511743436e-11,4.35130585388513e-14,203,FALSE
3,1,-18,3,0.491068579633223,18,0.994629817316161,0.994629817213518,0.994629817316161,0.994629817214255,FALSE,1.02456136319971e-10,7.41279919315694e-13,1.02456136319971e-10,208,FALSE
10,1,-18,3,1.57481343168133,18,NA,0.999997908526544,0.999997908526544,-1332.7716472953,TRUE,NA,1.00075031451228,1.00075031451228,227,FALSE
0.3,1,-15,3,0.0598408476865853,15,0.903167655116727,0.903167655116726,0.903167655116727,0.903167655116727,FALSE,0,1.22925463321831e-15,0,200,FALSE
0.7,1,-15,3,0.139139563636929,15,0.93337612386877,0.93337612386877,0.93337612386877,0.933376123868769,FALSE,1.07052312204113e-15,1.30841714916138e-15,1.07052312204113e-15,200,FALSE
1,1,-15,3,0.19825314185531,15,0.95210567860116,0.952105678601166,0.952105678601181,0.952105678601165,FALSE,5.0141062207528e-15,1.28267833554142e-15,1.66748183620384e-14,201,FALSE
1.5,1,-15,3,0.296103238755489,15,0.972682526650378,0.972682526674741,0.972682526650378,0.972682526650388,FALSE,9.58778753738559e-15,2.50370233296207e-11,9.58778753738559e-15,203,FALSE
3,1,-15,3,0.584800378544625,15,0.994949627617657,0.994949627817896,0.994949627617657,0.994949627811627,FALSE,1.94955102149515e-10,6.30080675002304e-12,1.94955102149515e-10,207,FALSE
10,1,-15,3,1.84818689742973,15,NA,0.999998675749216,0.999998675749216,860.654240918629,TRUE,NA,0.998838094756052,0.998838094756052,226,FALSE
0.3,1,-10,3,0.0894663844041106,10,0.904255716048001,0.904255716048,0.904255716048001,0.904255716048001,FALSE,2.4555510237244e-16,7.36665307117321e-16,2.4555510237244e-16,200,FALSE
0.7,1,-10,3,0.207139547199077,10,0.935251010299423,0.935251010299425,0.935251010299423,0.935251010299424,FALSE,3.56125685746027e-16,8.30959933407397e-16,3.56125685746027e-16,200,FALSE
1,1,-10,3,0.294228634059948,10,0.954226732229573,0.95422673222957,0.954226732229572,0.95422673222957,FALSE,3.49043781879103e-15,0,2.55965440044675e-15,201,FALSE
1.5,1,-10,3,0.437253933193772,10,0.974783874823314,0.974783874847602,0.974783874823314,0.974783874823328,FALSE,1.44645728934478e-14,2.4901616443131e-11,1.44645728934478e-14,203,FALSE
3,1,-10,3,0.851646544245032,10,0.995985035161185,0.995985035184166,0.995985035161185,0.99598503518886,FALSE,2.77859780365888e-11,4.71294525748078e-12,2.77859780365888e-11,207,FALSE
10,1,-10,3,2.56230589874905,10,NA,0.99999971098262,0.99999971098262,3.09197339528012,TRUE,NA,0.67658204546355,0.67658204546355,224,FALSE
0.3,1,-5,3,0.17587569849072,5,0.909300337917268,0.909300337917267,0.909300337917268,0.909300337917268,FALSE,0,4.88385620605002e-16,0,200,FALSE
0.7,1,-5,3,0.3987950057818,5,0.943179812082988,0.943179812082988,0.943179812082988,0.943179812082988,FALSE,2.35421286673484e-16,2.35421286673484e-16,2.35421286673484e-16,200,FALSE
1,1,-5,3,0.558421984903521,5,0.962562962000897,0.962562962000897,0.962562962000899,0.962562962000896,FALSE,5.7670150860434e-16,1.26874331892955e-15,2.76816724130083e-15,201,FALSE
1.5,1,-5,3,0.812071897723665,5,0.982038366963688,0.982038366987417,0.982038366963688,0.982038366963699,FALSE,1.07400271605975e-14,2.41523991845867e-11,1.07400271605975e-14,203,FALSE
3,1,-5,3,1.5,5,0.998314336576441,0.998314336573211,0.998314336576441,0.998314336574556,FALSE,1.88856422405754e-12,1.34697266999087e-12,1.88856422405754e-12,206,FALSE
10,1,-5,3,3.9352130744697,5,NA,0.999999995760888,0.999999995760888,0.99999927924622,TRUE,NA,7.16515184473151e-07,7.16515184473151e-07,216,FALSE
0.3,1,-2,3,0.397366596101028,2,0.928025700679768,0.928025700679768,0.928025700679768,0.928025700679767,FALSE,2.392655771951e-16,5.98163942987749e-16,2.392655771951e-16,200,FALSE
0.7,1,-2,3,0.82379000772445,2,0.964765212695733,0.964765212695733,0.964765212695733,0.964765212695732,FALSE,8.05539116679064e-16,4.60308066673751e-16,8.05539116679064e-16,200,FALSE
1,1,-2,3,1.09807621135332,2,0.980890180073267,0.980890180073268,0.980890180073268,0.980890180073267,FALSE,0,1.13185252251402e-16,5.65926261257009e-16,200,FALSE
1.5,1,-2,3,1.5,2,0.993437636245379,0.993437636266956,0.993437636245379,0.993437636245379,FALSE,6.70534103471955e-16,2.17187113671405e-11,6.70534103471955e-16,201,FALSE
3,1,-2,3,2.46862696659689,2,0.99977698727035,0.999776987270366,0.99977698727035,0.999776987270366,FALSE,1.63239189037028e-14,1.11047067372128e-16,1.63239189037028e-14,202,FALSE
10,1,-2,3,5.37386354243376,2,0.999999999993591,0.999999999991468,0.999999999993591,0.99999999999153,FALSE,2.0610180229316e-12,6.20614670770719e-14,2.0610180229316e-12,205,FALSE
0.3,1,-0.5,3,0.845911544707478,0.5,0.962163576051089,0.962163576051089,0.962163576051089,0.962163576051089,FALSE,1.1538817850305e-16,1.1538817850305e-16,1.1538817850305e-16,200,FALSE
0.7,1,-0.5,3,1.43900799336717,0.5,0.986846412626627,0.986846412626627,0.986846412626627,0.986846412626627,FALSE,1.12502108780043e-16,0,1.12502108780043e-16,200,FALSE
1,1,-0.5,3,1.77921099245176,0.5,0.99432323613692,0.994323236136921,0.994323236136921,0.994323236136921,FALSE,3.3496844414655e-16,0,0,200,FALSE
1.5,1,-0.5,3,2.25,0.5,0.998621454639269,0.998621454656932,0.998621454639269,0.998621454639269,FALSE,0,1.76875873740935e-11,0,200,FALSE
3,1,-0.5,3,3.31832167567354,0.5,0.999980463289767,0.999980463289766,0.999980463289767,0.999980463289766,FALSE,2.22048943030889e-16,0,2.22048943030889e-16,200,FALSE
10,1,-0.5,3,6.34367732518834,0.5,0.999999999999953,0.999999999999953,0.999999999999953,0.999999999999953,FALSE,2.22044604925042e-16,2.22044604925042e-16,2.22044604925042e-16,201,FALSE
0.3,1,0.5,3,1.59591154470748,0.5,0.990064295708189,0.990064295708189,0.990064295708189,0.990064295708188,FALSE,1.12136457141e-16,5.60682285705e-16,1.12136457141e-16,200,FALSE
0.7,1,0.5,3,2.18900799336717,0.5,0.997261903490398,0.997261903490397,0.997261903490398,0.997261903490398,FALSE,0,7.79289888160349e-16,0,200,FALSE
1,1,0.5,3,2.52921099245176,0.5,0.999007098044322,0.999007098044322,0.999007098044322,0.999007098044322,FALSE,1.11132646284351e-16,0,1.11132646284351e-16,200,FALSE
1.5,1,0.5,3,3,0.5,0.999814737586924,0.999814737599865,0.999814737586924,0.999814737586923,FALSE,1.11042874533407e-16,1.29438237128611e-11,1.11042874533407e-16,200,FALSE
3,1,0.5,3,4.06832167567354,0.5,0.999998621560078,0.999998621560078,0.999998621560078,0.999998621560078,FALSE,0,0,0,200,FALSE
10,1,0.5,3,7.09367732518834,0.5,1,1,1,1,FALSE,1.11022302462516e-16,1.11022302462516e-16,1.11022302462516e-16,201,FALSE
0.3,1,2,3,3.39736659610103,2,0.999898251799659,0.99989825179966,0.999898251799659,0.999898251799659,FALSE,1.11033599931486e-16,3.33100799794458e-16,1.11033599931486e-16,200,FALSE
0.7,1,2,3,3.82379000772445,2,0.999978331020142,0.999978331020143,0.999978331020142,0.999978331020143,FALSE,1.11024708254683e-16,3.33074124764048e-16,1.11024708254683e-16,200,FALSE
1,1,2,3,4.09807621135332,2,0.999993599021115,0.999993599021116,0.999993599021116,0.999993599021116,FALSE,6.6613807871087e-16,2.22046026236957e-16,1.11023013118478e-16,201,FALSE
1.5,1,2,3,4.5,2,0.99999913765076,0.999999137655609,0.99999913765076,0.99999913765076,FALSE,0,4.84812608471098e-12,0,202,FALSE
3,1,2,3,5.46862696659689,2,0.99999999725557,0.99999999725557,0.99999999725557,0.99999999725557,FALSE,1.11022302767209e-16,1.11022302767209e-16,1.11022302767209e-16,203,FALSE
10,1,2,3,8.37386354243376,2,1,1,1,1,FALSE,2.22044604925031e-16,2.22044604925031e-16,2.22044604925031e-16,205,FALSE
0.3,1,5,3,7.67587569849072,5,0.999999999999949,0.99999999999995,0.999999999999949,0.99999999999995,FALSE,2.22044604925043e-16,6.66133814775128e-16,2.22044604925043e-16,211,FALSE
0.7,1,5,3,7.8987950057818,5,0.999999999999992,0.999999999999994,0.999999999999992,0.999999999999994,FALSE,1.55431223447523e-15,2.22044604925033e-16,1.55431223447523e-15,211,FALSE
1,1,5,3,8.05842198490352,5,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999998,FALSE,2.22044604925032e-16,2.22044604925032e-16,5.5511151231258e-16,211,FALSE
1.5,1,5,3,8.31207189772366,5,1,1,1,1,FALSE,8.88178419700124e-16,8.88178419700124e-16,8.88178419700124e-16,212,FALSE
3,1,5,3,9,5,1,1,1,1,FALSE,1.55431223447522e-15,1.55431223447522e-15,1.55431223447522e-15,213,FALSE
10,1,5,3,11.4352130744697,5,1,1,1,1,FALSE,4.44089209850061e-15,4.44089209850061e-15,4.44089209850061e-15,218,FALSE
0.3,1,10,3,15.0894663844041,10,1,0.999999999999989,1,0.99999999999999,FALSE,9.88098491916399e-15,7.77156117237617e-16,9.88098491916399e-15,280,FALSE
0.7,1,10,3,15.2071395471991,10,1,0.999999999999989,1,0.999999999999992,FALSE,7.99360577730119e-15,2.6645352591004e-15,7.99360577730119e-15,281,FALSE
1,1,10,3,15.2942286340599,10,1,1,1,1,FALSE,0,0,0,281,FALSE
1.5,1,10,3,15.4372539331938,10,1,0.999999999999989,1,0.999999999999989,FALSE,1.11022302462517e-14,4.44089209850068e-16,1.11022302462517e-14,282,FALSE
3,1,10,3,15.851646544245,10,1,0.999999999999982,1,0.999999999999985,FALSE,1.54321000422899e-14,2.33146835171286e-15,1.54321000422899e-14,283,FALSE
10,1,10,3,17.5623058987491,10,1,1,1,1,FALSE,8.88178419700124e-16,8.88178419700124e-16,8.88178419700124e-16,289,FALSE
0.3,1,15,3,22.5598408476866,15,0.999999999999979,1,0.999999999999979,0.999999999999996,FALSE,1.6986412276765e-14,4.32986979603813e-15,1.6986412276765e-14,426,FALSE
0.7,1,15,3,22.6391395636369,15,1,1,1,1.00000000000001,FALSE,9.54791801177625e-15,9.54791801177625e-15,9.54791801177625e-15,426,FALSE
1,1,15,3,22.6982531418553,15,0.999999999999993,1,1,0.999999999999998,FALSE,4.8849813083507e-15,2.22044604925032e-15,2.22044604925032e-15,427,FALSE
1.5,1,15,3,22.7961032387555,15,1,1,1,1.00000000000001,FALSE,1.22124532708766e-14,1.22124532708766e-14,1.22124532708766e-14,427,FALSE
3,1,15,3,23.0848003785446,15,0.999999999999972,1,0.999999999999972,0.999999999999983,FALSE,1.11022302462518e-14,1.73194791841527e-14,1.11022302462518e-14,429,FALSE
10,1,15,3,24.3481868974297,15,0.999999999999986,1,0.999999999999986,0.99999999999999,FALSE,3.77475828372557e-15,1.04360964314766e-14,3.77475828372557e-15,435,FALSE
0.3,1,18,3,27.0499077487635,18,1,1,1,1.00000000000005,FALSE,4.75175454539544e-14,4.75175454539544e-14,4.75175454539544e-14,524,FALSE
0.7,1,18,3,27.1161668614923,18,0.999999999999972,1,0.999999999999972,1.00000000000003,FALSE,5.48450174164813e-14,2.6423307986078e-14,5.48450174164813e-14,525,FALSE
1,1,18,3,27.1656503687164,18,0.999999999999986,1,1,1,FALSE,1.90958360235526e-14,4.88498130835067e-15,4.88498130835067e-15,525,FALSE
1.5,1,18,3,27.2477270848675,18,1,1,1,1.00000000000001,FALSE,1.39888101102768e-14,1.39888101102768e-14,1.39888101102768e-14,526,FALSE
3,1,18,3,27.4910685796332,18,1,1,1,1.00000000000005,FALSE,4.50750547997793e-14,4.50750547997793e-14,4.50750547997793e-14,527,FALSE
10,1,18,3,28.5748134316813,18,0.999999999999986,1,0.999999999999986,1.00000000000001,FALSE,2.2870594307278e-14,8.65973959207615e-15,2.2870594307278e-14,534,FALSE
0.3,1,20,3,30.0449327017438,20,1,1,1,1.00000000000002,FALSE,2.04281036531025e-14,2.04281036531025e-14,2.04281036531025e-14,595,FALSE
0.7,1,20,3,30.1046350502089,20,0.999999999999986,1,0.999999999999986,1.00000000000006,FALSE,6.9944050551381e-14,5.57331958361798e-14,6.9944050551381e-14,595,FALSE
1,1,20,3,30.1492574075431,20,0.999999999999986,1,1,1,FALSE,1.90958360235526e-14,4.88498130835067e-15,4.88498130835067e-15,596,FALSE
1.5,1,20,3,30.2233373476383,20,1,1,1,1.00000000000004,FALSE,4.26325641456042e-14,4.26325641456042e-14,4.26325641456042e-14,596,FALSE
3,1,20,3,30.4434452114805,20,0.999999999999972,1,0.999999999999972,0.999999999999993,FALSE,2.09832151654156e-14,7.4384942649886e-15,2.09832151654156e-14,598,FALSE
10,1,20,3,31.431676725155,20,1,1,1,1.00000000000003,FALSE,3.28626015289036e-14,3.28626015289036e-14,3.28626015289036e-14,605,FALSE
0.3,1,22,3,33.0408585025083,22,1,0.999999999999957,1,0.999999999999963,FALSE,3.74145159298692e-14,5.21804821573843e-15,3.74145159298692e-14,670,FALSE
0.7,1,22,3,33.0951800231272,22,0.999999999999972,0.999999999999986,0.999999999999972,0.999999999999993,FALSE,2.12052597703406e-14,6.99440505513854e-15,2.12052597703406e-14,670,FALSE
1,1,22,3,33.1358047596141,22,1,1,1,1,FALSE,4.88498130835067e-15,4.88498130835067e-15,4.88498130835067e-15,670,FALSE
1.5,1,22,3,33.2032930884901,22,0.999999999999972,0.999999999999943,0.999999999999972,0.999999999999946,FALSE,2.59792187762301e-14,2.44249065417548e-15,2.59792187762301e-14,671,FALSE
3,1,22,3,33.404141504377,22,1,0.999999999999986,1,0.99999999999999,FALSE,9.88098491916399e-15,4.32986979603815e-15,9.88098491916399e-15,672,FALSE
10,1,22,3,34.3115131305569,22,1,1,1,0.999999999999995,FALSE,4.88498130835071e-15,4.88498130835071e-15,4.88498130835071e-15,679,FALSE
0.3,1,25,3,37.5359655061964,25,0.999999999999886,0.999999999999915,0.999999999999886,0.999999999999913,FALSE,2.63122856836185e-14,2.10942374678798e-15,2.63122856836185e-14,789,FALSE
0.7,1,25,3,37.5838126782656,25,1,1,1,1.00000000000012,FALSE,1.18571819029953e-13,1.18571819029953e-13,1.18571819029953e-13,789,FALSE
1,1,25,3,37.6196184381137,25,0.999999999999915,1,1,0.999999999999991,FALSE,7.59392548843614e-14,9.3258734068514e-15,9.3258734068514e-15,789,FALSE
1.5,1,25,3,37.6791441961859,25,1,1,1,1.00000000000012,FALSE,1.15019105351153e-13,1.15019105351153e-13,1.15019105351153e-13,790,FALSE
3,1,25,3,37.8566088042855,25,0.999999999999858,0.999999999999915,0.999999999999858,0.999999999999908,FALSE,5.01820807130617e-14,6.66133814775155e-15,5.01820807130617e-14,791,FALSE
10,1,25,3,38.6638770710276,25,0.999999999999972,1,0.999999999999972,1.00000000000004,FALSE,6.72795152922819e-14,3.8857805861879e-14,6.72795152922819e-14,798,FALSE
0.3,1,50,3,75.0179956820724,50,1,1,1,1.00000000000067,FALSE,6.665779039845e-13,6.665779039845e-13,6.665779039845e-13,2128,FALSE
0.7,1,50,3,75.0419765063056,50,0.999999999999886,0.999999999999659,0.999999999999886,0.999999999999698,FALSE,1.88626891883871e-13,3.87467835594297e-14,1.88626891883871e-13,2129,FALSE
1,1,50,3,75.0599520766467,50,0.999999999999886,0.999999999999886,1,0.999999999999991,FALSE,1.04360964314766e-13,1.04360964314766e-13,9.3258734068514e-15,2129,FALSE
1.5,1,50,3,75.089892258425,50,0.999999999999886,1,0.999999999999886,1.00000000000005,FALSE,1.6142642778049e-13,4.77395900588795e-14,1.6142642778049e-13,2130,FALSE
3,1,50,3,75.1795700612414,50,0.999999999999659,0.999999999999659,0.999999999999659,0.999999999999729,FALSE,7.0388139761254e-14,7.0388139761254e-14,7.0388139761254e-14,2131,FALSE
10,1,50,3,75.5952752976009,50,1,1,1,1.00000000000034,FALSE,3.37285754881009e-13,3.37285754881009e-13,3.37285754881009e-13,2138,FALSE
0.3,1,100,3,150.008999460065,100,1,1,1,0.999999999999951,FALSE,4.85167461761217e-14,4.85167461761217e-14,4.85167461761217e-14,6679,FALSE
0.7,1,100,3,150.020997060823,100,0.99999999999909,0.999999999996817,0.99999999999909,0.999999999996467,FALSE,2.62301291798866e-12,3.49276163548308e-13,2.62301291798866e-12,6679,FALSE
1,1,100,3,150.029994002399,100,1,1,1,0.999999999999877,FALSE,1.23012711128482e-13,1.23012711128482e-13,1.23012711128482e-13,6680,FALSE
1.5,1,100,3,150.044986508094,100,0.999999999995907,0.999999999994088,0.999999999995907,0.999999999994088,FALSE,1.819322470464e-12,3.33066907389516e-16,1.819322470464e-12,6680,FALSE
3,1,100,3,150.089946064703,100,1,1,1,1.00000000000049,FALSE,4.91162666093928e-13,4.91162666093928e-13,4.91162666093928e-13,6682,FALSE
10,1,100,3,150.299402388067,100,1,1,1,1.00000000000241,FALSE,2.4120705432948e-12,2.4120705432948e-12,2.4120705432948e-12,6689,FALSE
