"experiment","alpha","gamma","sign_gamma","abs_z","q_factor","q","log_val_double","log_val_mpfr","double_returned_nan","rel_err"
"cdf",0.5,18,1,18,0.333333333333333,3.00923085635624,-38.3991107636975,-38.3991107636975,FALSE,1.85041455812004e-16
"cdf",0.5,18,1,18,1,9.02769256906871,-0.632372677583689,-0.63237267758369,FALSE,1.22895271219993e-15
"cdf",0.5,18,1,18,3,27.0830777072061,0,4.93434911637936e-15,FALSE,1
"cdf",0.5,20,1,20,0.333333333333333,3.34164593685348,-46.948561610475,-46.948561610475,FALSE,3.02689885008774e-16
"cdf",0.5,20,1,20,1,10.0249378105604,-0.638282484972123,-0.63828248497213,FALSE,1.1306043687504e-14
"cdf",0.5,20,1,20,3,30.0748134316813,0,-3.31309202639446e-15,FALSE,1
"cdf",0.5,22,1,22,0.333333333333333,3.67422683619788,-56.3769206229994,-56.3769206229994,FALSE,6.30171644627065e-16
"cdf",0.5,22,1,22,1,11.0226805085936,-0.64314472900135,-0.643144729001333,FALSE,2.62388685055482e-14
"cdf",0.5,22,1,22,3,33.0680415257809,0,-5.41607680647752e-15,FALSE,1
"cdf",0.5,25,1,25,0.333333333333333,4.17332270066407,-72.1710937152625,-72.1710937152625,FALSE,1.96905076307535e-16
"cdf",0.5,25,1,25,1,12.5199681019922,-0.649011782762329,-0.649011782762328,FALSE,1.88169977729803e-15
"cdf",0.5,25,1,25,3,37.5599043059767,0,-8.33324537089363e-15,FALSE,1
"cdf",0.5,30,1,30,0.333333333333333,5.00554939639548,-102.908604159883,-102.908604159883,FALSE,0
"cdf",0.5,30,1,30,1,15.0166481891865,-0.656231079901517,-0.656231079901553,FALSE,5.54916039837188e-14
"cdf",0.5,30,1,30,3,45.0499445675594,0,7.06697636063515e-15,FALSE,1
"cdf",0.5,50,1,50,0.333333333333333,8.33666533439893,-281.196630669699,-281.196630669699,FALSE,4.04296585812066e-16
"cdf",0.5,50,1,50,1,25.0099960031968,-0.67083192706491,-0.670831927065003,FALSE,1.38192025179532e-13
"cdf",0.5,50,1,50,3,75.0299880095904,0,2.95597211665877e-16,FALSE,1
"cdf",0.5,75,1,75,0.333333333333333,12.5022218273009,-628.82412708656,-628.824127086561,FALSE,1.44634193027351e-15
"cdf",0.5,75,1,75,1,37.5066654819027,-0.678214615611523,-0.67821461561157,FALSE,6.85894164782144e-14
"cdf",0.5,75,1,75,3,112.519996445708,0,-4.68800195047764e-14,FALSE,1
"cdf",0.5,100,1,100,0.333333333333333,16.6683331667,-1115.22285224909,-1115.22285224909,FALSE,8.15527318094973e-16
"cdf",0.5,100,1,100,1,50.0049995001,-0.681926761259547,-0.681926761259328,FALSE,3.20566556363025e-13
"cdf",0.5,100,1,100,3,150.0149985003,0,-1.69943413289709e-13,FALSE,1
"cdf",0.5,150,1,150,0.333333333333333,25.0011110617328,-2504.51715727763,-2508.43499437764,FALSE,0.00156186511063103
"cdf",0.5,150,1,150,1,75.0033331851984,-0.685652861106973,-0.685652861106876,FALSE,1.42491385523125e-13
"cdf",0.5,150,1,150,3,225.009999555595,0,-4.0740688762302e-13,FALSE,1
"cdf",1.5,-150,-1,150,0.333333333333333,0.00333288900736761,NA,NA,TRUE,NA
"cdf",1.5,-150,-1,150,1,0.00999866702210284,NA,NA,TRUE,NA
"cdf",1.5,-150,-1,150,3,0.0299960010663085,NA,NA,TRUE,NA
"cdf",1.5,-100,-1,100,0.333333333333333,0.00499850089932607,NA,NA,TRUE,NA
"cdf",1.5,-100,-1,100,1,0.0149955026979782,NA,NA,TRUE,NA
"cdf",1.5,-100,-1,100,3,0.0449865080939347,NA,NA,TRUE,NA
"cdf",1.5,-75,-1,75,0.333333333333333,0.00666311489865497,-1075.06090421339,-1075.06090421339,FALSE,0
"cdf",1.5,-75,-1,75,1,0.0199893446959649,-1073.94201591957,-1073.94201591957,FALSE,0
"cdf",1.5,-75,-1,75,3,0.0599680340878948,-1073.47482767932,-1073.47482767932,FALSE,0
"cdf",1.5,-50,-1,50,0.333333333333333,0.00998802871388923,-604.982405606312,NA,FALSE,NA
"cdf",1.5,-50,-1,50,1,0.0299640861416677,-603.86334892579,NA,FALSE,NA
"cdf",1.5,-50,-1,50,3,0.089892258425003,-603.396219769417,NA,FALSE,NA
"cdf",1.5,-30,-1,30,0.333333333333333,0.0166114784235833,-1.61572542828299,-1.61572542828299,FALSE,4.12281569080078e-16
"cdf",1.5,-30,-1,30,1,0.0498344352707498,-0.496132812399294,-0.496132812399293,FALSE,1.45453988926168e-15
"cdf",1.5,-30,-1,30,3,0.149503305812249,-0.0291912145915356,-0.0291912145915603,FALSE,8.4504081702452e-13
"cdf",1.5,-25,-1,25,0.333333333333333,0.0199049106873271,-1.61573389280421,-1.61573389280421,FALSE,1.37426469738565e-16
"cdf",1.5,-25,-1,25,1,0.0597147320619813,-0.495775360157356,-0.495775360157356,FALSE,5.59841772023916e-16
"cdf",1.5,-25,-1,25,3,0.179144196185944,-0.028961391750884,-0.0289613917508805,FALSE,1.2063415704154e-13
"cdf",1.5,-22,-1,22,0.333333333333333,0.0225881209433405,-1.61574463238113,-1.61574463238113,FALSE,1.37425556288436e-16
"cdf",1.5,-22,-1,22,1,0.0677643628300215,-0.495439131128438,-0.495439131128435,FALSE,6.83470483527252e-15
"cdf",1.5,-22,-1,22,3,0.203293088490065,-0.028745862839461,-0.0287458628394581,FALSE,1.00055146691285e-13
"cdf",1.5,-20,-1,20,0.333333333333333,0.0248152608487032,-76.4830999327768,-1.61575689811757,FALSE,46.3357718737783
"cdf",1.5,-20,-1,20,1,0.0744457825461096,-75.3624731083418,-0.495130073682498,FALSE,151.207424097345
"cdf",1.5,-20,-1,20,3,0.223337347638329,-74.895891341526,-0.0285483068667479,FALSE,2622.47927290785
"cdf",1.5,-18,-1,18,0.333333333333333,0.0275252316519466,-56.8689141786597,-1.61577683755672,FALSE,34.1960201785375
"cdf",1.5,-18,-1,18,1,0.0825756949558398,-55.7478555731068,-0.494718232003807,FALSE,111.686074550569
"cdf",1.5,-18,-1,18,3,0.24772708486752,-55.28142321859,-0.0282858774868804,FALSE,1953.38247387696
"cdf",1.5,-15,-1,15,0.333333333333333,0.032900359861721,-31.4711809031867,-1.61583708407435,FALSE,18.4767041884147
"cdf",1.5,-15,-1,15,1,0.098701079585163,-30.3491332568228,-0.493789437710426,FALSE,60.4616898197415
"cdf",1.5,-15,-1,15,3,0.296103238755489,-29.8830413446391,-0.0276975255266547,FALSE,1077.90653682695
"cdf",1.5,-10,-1,10,0.333333333333333,0.0485837703548636,-1.56853634756149,-1.61625803462617,FALSE,0.029526032379918
"cdf",1.5,-10,-1,10,1,0.145751311064591,-0.442592789236285,-0.49031447630096,FALSE,0.097328733641923
"cdf",1.5,-10,-1,10,3,0.437253933193772,0.0221821907227238,-0.0255394963419125,FALSE,1.86854456429984
"cdf",1.5,-8,-1,8,0.333333333333333,0.0598164905901123,-1.61690427229795,-1.61690460914842,FALSE,2.08330453310636e-07
"cdf",1.5,-8,-1,8,1,0.179449471770337,-0.487242168129062,-0.487242504979534,FALSE,6.91340489970156e-07
"cdf",1.5,-8,-1,8,3,0.538348415311011,-0.0236890548593358,-0.0236893917097633,FALSE,1.42194629420846e-05
"cdf",1.5,-5,-1,5,0.333333333333333,0.090230210858185,-1.62102683227473,-1.62102683226691,FALSE,4.82463023991554e-12
"cdf",1.5,-5,-1,5,1,0.270690632574555,-0.477371853335153,-0.477371853327334,FALSE,1.63804762758588e-11
"cdf",1.5,-5,-1,5,3,0.812071897723665,-0.0181249003670549,-0.0181249003592233,FALSE,4.32091414267121e-10
"cdf",1.5,-2,-1,2,0.333333333333333,0.166666666666667,-1.65637334156189,-1.65637334156189,FALSE,2.27892962836875e-15
"cdf",1.5,-2,-1,2,1,0.5,-0.4515091044896,-0.451509104489596,FALSE,7.00791100050698e-15
"cdf",1.5,-2,-1,2,3,1.5,-0.00658399051395109,-0.00658399051394707,FALSE,6.10210412948141e-13
"cdf",1.5,-1,-1,1,0.333333333333333,0.217129272955332,-1.70539111794459,-1.70539111794459,FALSE,6.51007861447786e-16
"cdf",1.5,-1,-1,1,1,0.651387818865997,-0.43861365724984,-0.438613657249838,FALSE,3.5436931996622e-15
