"alpha","beta","gamma","q_factor","q","abs_z","val_series","val_integrate","val_dispatch","val_ref","val_ref_quad","series_returned_nan","rel_err_series","rel_err_integrate","rel_err_dispatch","ref_iterations","ref_reached_max"
0.7,1,25,0.333333333333333,4.17597918647396,25,3.79720441095898e-32,3.79720441095903e-32,3.79720441095898e-32,3.79720441095906e-32,3.7972044109586e-32,FALSE,9.96104154502677e-14,1.13881661658048e-13,9.96104154502677e-14,305,FALSE
1,1,25,0.333333333333333,4.17995760423485,25,2.91054695481721e-32,2.91054695481734e-32,2.91054695481729e-32,2.91054695481731e-32,2.91054695481734e-32,FALSE,4.58887150608917e-14,3.19716457391459e-15,1.74903709043563e-14,305,FALSE
1.5,1,25,0.333333333333333,4.18657157735399,25,1.86910091464888e-32,1.86910091464893e-32,1.86910091464888e-32,1.86910091464894e-32,1.86910091464872e-32,FALSE,8.53682718413972e-14,1.13775552694281e-13,8.53682718413972e-14,305,FALSE
3,1,25,0.333333333333333,4.20628986714283,25,4.96184467520022e-33,4.96184467520036e-33,4.96184467520022e-33,4.9618446752004e-33,4.96184467520084e-33,FALSE,1.25073359645343e-13,9.66664003433139e-14,1.25073359645343e-13,306,FALSE
10,1,25,0.333333333333333,4.29598634122529,25,1.06417894249248e-35,1.06417894249251e-35,1.06417894249248e-35,1.06417894249251e-35,1.06417894249247e-35,FALSE,1.15532427635036e-14,4.00596134951919e-14,1.15532427635036e-14,310,FALSE
0.3,1,50,0.333333333333333,8.33533285356359,50,8.99930046918489e-123,8.99930046918386e-123,8.99930046918489e-123,8.99930046918459e-123,8.99930046917871e-123,FALSE,6.85873817500833e-13,5.72108939630647e-13,6.85873817500833e-13,782,FALSE
0.7,1,50,0.333333333333333,8.33799738958951,50,6.33151428830307e-123,6.33151428830271e-123,6.33151428830307e-123,6.33151428830336e-123,6.3315142883053e-123,FALSE,3.52047107689205e-13,4.08917888195961e-13,3.52047107689205e-13,782,FALSE
1,1,50,0.333333333333333,8.33999467518297,50,4.86405541535686e-123,4.86405541535658e-123,4.86405541535686e-123,4.86405541535695e-123,4.86405541535698e-123,FALSE,2.5827066610894e-14,8.27294807482648e-14,2.5827066610894e-14,782,FALSE
1.5,1,50,0.333333333333333,8.34332136204722,50,3.1345988988538e-123,3.13459889885362e-123,3.1345988988538e-123,3.13459889885391e-123,3.13459889885376e-123,FALSE,1.13586281750833e-14,4.56488264394859e-14,1.13586281750833e-14,782,FALSE
3,1,50,0.333333333333333,8.35328556236016,50,8.39403724439974e-124,8.39403724439974e-124,8.39403724439974e-124,8.3940372443998e-124,8.39403724440215e-124,FALSE,2.87513257491552e-13,2.87513257491552e-13,2.87513257491552e-13,783,FALSE
10,1,50,0.333333333333333,8.39947503306676,50,1.81265149954871e-126,1.81265149954851e-126,1.81265149954871e-126,1.81265149954867e-126,1.81265149954805e-126,FALSE,3.6554352266892e-13,2.51899298789672e-13,3.6554352266892e-13,786,FALSE
0.3,1,100,0.333333333333333,16.6676666066739,100,0,0,0,0,0,FALSE,0,0,0,2271,FALSE
0.7,1,100,0.333333333333333,16.6689996734248,100,0,0,0,0,0,FALSE,0,0,0,2271,FALSE
1,1,100,0.333333333333333,16.6699993335999,100,0,0,0,0,0,FALSE,0,0,0,2271,FALSE
1.5,1,100,0.333333333333333,16.671665167566,100,0,0,0,0,0,FALSE,0,0,0,2271,FALSE
3,1,100,0.333333333333333,16.6766606738559,100,0,0,0,0,0,FALSE,0,0,0,2270,FALSE
10,1,100,0.333333333333333,16.6999335986741,100,0,0,0,0,0,FALSE,0,0,0,2266,FALSE
0.3,1,-100,1,0.00299982002159638,100,0.726974591010908,0.726974591010908,0.726974591010908,0.726974591010908,0.726974591010908,FALSE,6.10873083242877e-16,1.52718270810719e-16,6.10873083242877e-16,200,FALSE
0.7,1,-100,1,0.00699902027430355,100,0.656618839336608,0.656618839336549,0.656618839336608,0.656618839336608,0.656618839336564,FALSE,6.780180619315e-14,2.19806354242132e-14,6.780180619315e-14,200,FALSE
1,1,-100,1,0.00999800079960167,100,0.632157308195644,0.632157308195645,0.632157308195703,0.632157308195645,0.632157308195645,FALSE,7.02497944882767e-16,1.75624486220692e-16,9.20272307796425e-14,200,FALSE
1.5,1,-100,1,0.0149955026979782,100,0.608421012025738,0.608421012026644,0.608421012025738,0.608421012025738,0.608421012025738,FALSE,1.45980891873365e-15,1.48809271653411e-12,1.45980891873365e-15,200,FALSE
3,1,-100,1,0.0299820215676547,100,0.57687696050156,0.576876960501593,0.57687696050156,0.576876960501589,0.576876960501593,FALSE,5.69663962664251e-14,0,5.69663962664251e-14,202,FALSE
10,1,-100,1,0.0998007960222651,100,NA,0.542194427563544,0.542194427563544,0.542194435411947,0.542194427563542,TRUE,NA,4.50482433976897e-15,4.50482433976897e-15,209,FALSE
0.3,1,-50,1,0.00599856069078619,50,0.727026224641105,0.727026224641105,0.727026224641105,0.727026224641105,0.727026224641104,FALSE,9.16244548267747e-16,3.05414849422582e-16,9.16244548267747e-16,200,FALSE
0.7,1,-50,1,0.0139921687685263,50,0.656707883107905,0.656707883107847,0.656707883107905,0.656707883107905,0.656707883107856,FALSE,7.38787327274265e-14,1.48771818764612e-14,7.38787327274265e-14,200,FALSE
1,1,-50,1,0.019984025548915,50,0.632267095768866,0.632267095768867,0.632267095768855,0.632267095768866,0.632267095768866,FALSE,3.51187981172759e-16,7.02375962345517e-16,1.82617750209834e-14,200,FALSE
1.5,1,-50,1,0.0299640861416677,50,0.608558792526319,0.608558792527225,0.608558792526319,0.608558792526319,0.608558792526319,FALSE,1.09460880847644e-15,1.48848554472654e-12,1.09460880847644e-15,200,FALSE
3,1,-50,1,0.0598566870804706,50,0.577076057095639,0.577076057095627,0.577076057095639,0.577076057095624,0.577076057095627,FALSE,2.11626407311732e-14,1.92387643010665e-16,2.11626407311732e-14,202,FALSE
10,1,-50,1,0.198425099200294,50,NA,0.542555602657679,0.542555602657679,0.542555605317734,0.542555602657681,TRUE,NA,2.45554118881852e-15,2.45554118881852e-15,209,FALSE
0.3,1,-25,1,0.0119885020654582,25,0.727231155965293,0.727231155965293,0.727231155965293,0.727231155965293,0.727231155965293,FALSE,1.52664392266239e-16,3.05328784532477e-16,1.52664392266239e-16,200,FALSE
0.7,1,-25,1,0.0279375594218836,25,0.65705973115284,0.657059731152781,0.65705973115284,0.65705973115284,0.657059731152784,FALSE,8.56669564116187e-14,4.22420889603643e-15,8.56669564116187e-14,200,FALSE
1,1,-25,1,0.0398728127045622,25,0.632699478425989,0.632699478425989,0.632699478426,0.632699478425989,0.632699478425989,FALSE,7.01895963238115e-16,1.75473990809529e-16,1.77228730717624e-14,200,FALSE
1.5,1,-25,1,0.0597147320619813,25,0.609098453486308,0.609098453487215,0.609098453486308,0.609098453486307,0.609098453486307,FALSE,5.46819492778493e-16,1.49081221047843e-12,5.46819492778493e-16,200,FALSE
3,1,-25,1,0.118869601428498,25,0.577843317038937,0.577843317038923,0.577843317038937,0.577843317038912,0.577843317038923,FALSE,2.47850526178186e-14,0,2.47850526178186e-14,202,FALSE
10,1,-25,1,0.387959023675877,25,NA,0.54385086306147,0.54385086306147,0.543850864234755,0.543850863061471,TRUE,NA,1.42898755894733e-15,1.42898755894733e-15,209,FALSE
0.3,1,-22,1,0.0136195008360884,22,0.727310076505085,0.727310076505085,0.727310076505085,0.727310076505085,0.727310076505085,FALSE,1.52647826627134e-16,1.52647826627134e-16,1.52647826627134e-16,200,FALSE
0.7,1,-22,1,0.031726674375733,22,0.657194571105127,0.657194571105068,0.657194571105127,0.657194571105127,0.657194571105069,FALSE,8.8014451314941e-14,2.0272042529353e-15,8.8014451314941e-14,200,FALSE
1,1,-22,1,0.0452682532047088,22,0.632864580881139,0.63286458088114,0.632864580881143,0.63286458088114,0.63286458088114,FALSE,1.40342570358972e-15,5.26284638846144e-16,5.43827460141016e-15,200,FALSE
1.5,1,-22,1,0.0677643628300215,22,0.609303284500976,0.609303284501887,0.609303284500976,0.609303284500978,0.609303284500978,FALSE,3.09760211354931e-15,1.49158652361851e-12,3.09760211354931e-15,200,FALSE
3,1,-22,1,0.134713834792322,22,0.578129425120626,0.578129425120591,0.578129425120626,0.578129425120589,0.578129425120592,FALSE,6.02996517016208e-14,1.92037107330002e-16,6.02996517016208e-14,202,FALSE
10,1,-22,1,0.437171043518958,22,NA,0.544298252123212,0.544298252123212,0.544298256254825,0.544298252123212,TRUE,NA,1.22383970952804e-15,1.22383970952804e-15,209,FALSE
0.3,1,-20,1,0.0149775672479331,20,0.727383203056985,0.727383203056985,0.727383203056985,0.727383203056985,0.727383203056985,FALSE,3.05264960741245e-16,3.05264960741245e-16,3.05264960741245e-16,200,FALSE
0.7,1,-20,1,0.0348783500696417,20,0.657319187768886,0.657319187768826,0.657319187768886,0.657319187768886,0.657319187768826,FALSE,9.03623885057426e-14,1.01340996455038e-15,9.03623885057426e-14,200,FALSE
1,1,-20,1,0.0497524691810387,20,0.633016872008588,0.633016872008588,0.63301687200859,0.633016872008589,0.633016872008589,FALSE,5.26158025347274e-16,1.75386008449091e-16,2.98156214363455e-15,200,FALSE
1.5,1,-20,1,0.0744457825461096,20,0.609491623320143,0.609491623321054,0.609491623320143,0.609491623320144,0.609491623320144,FALSE,2.36802258930242e-15,1.49276500917949e-12,2.36802258930242e-15,200,FALSE
3,1,-20,1,0.1478150704935,20,0.57839008101926,0.578390081019256,0.57839008101926,0.57839008101926,0.578390081019256,FALSE,6.91022031637762e-15,1.15170338606294e-15,6.91022031637762e-15,202,FALSE
10,1,-20,1,0.477225575051661,20,NA,0.54469060872307,0.54469060872307,0.544690608584439,0.544690608723071,TRUE,NA,6.11479070969045e-16,6.11479070969045e-16,209,FALSE
0.3,1,-18,1,0.0166359162544856,18,0.727481527847844,0.727481527847842,0.727481527847844,0.727481527847843,0.727481527847843,FALSE,1.06828295632017e-15,9.1567110541729e-16,1.06828295632017e-15,200,FALSE
0.7,1,-18,1,0.0387222871640871,18,0.657486257557273,0.657486257557212,0.657486257557273,0.657486257557272,0.657486257557212,FALSE,9.2534590723616e-14,1.6885874219638e-16,9.2534590723616e-14,200,FALSE
1,1,-18,1,0.0552167895721496,18,0.633220604190475,0.633220604190475,0.633220604190474,0.633220604190475,0.633220604190475,FALSE,8.76647899071835e-16,0,1.75329579814367e-15,200,FALSE
1.5,1,-18,1,0.0825756949558398,18,0.609742689069562,0.609742689070474,0.609742689069562,0.609742689069562,0.609742689069562,FALSE,3.64161159953981e-16,1.49469948103111e-12,3.64161159953981e-16,200,FALSE
3,1,-18,1,0.163689526544408,18,0.578734014328422,0.578734014328412,0.578734014328422,0.578734014328414,0.578734014328412,FALSE,1.63061017249259e-14,3.83672981762963e-16,1.63061017249259e-14,202,FALSE
10,1,-18,1,0.524937810560445,18,NA,0.545187488970843,0.545187488970843,0.545187490697183,0.545187488970842,TRUE,NA,2.44368709205915e-15,2.44368709205915e-15,208,FALSE
0.3,1,-15,1,0.0199469492288618,15,0.727707017377814,0.727707017377813,0.727707017377814,0.727707017377814,0.727707017377813,FALSE,1.52564562126346e-16,4.57693686379039e-16,1.52564562126346e-16,200,FALSE
0.7,1,-15,1,0.0463798545456431,15,0.65786731077851,0.657867310778449,0.65786731077851,0.65786731077851,0.657867310778448,FALSE,9.51811673310919e-14,2.70017495974729e-15,9.51811673310919e-14,200,FALSE
1,1,-15,1,0.0660843806184368,15,0.633683408635679,0.633683408635678,0.63368340863568,0.633683408635678,0.633683408635679,FALSE,0,5.25604588740363e-16,1.92721682538133e-15,200,FALSE
1.5,1,-15,1,0.098701079585163,15,0.610309277681004,0.610309277681918,0.610309277681004,0.610309277681004,0.610309277681004,FALSE,3.63823086171548e-16,1.49749582268209e-12,3.63823086171548e-16,200,FALSE
3,1,-15,1,0.194933459514875,15,0.579495739476809,0.579495739476823,0.579495739476809,0.579495739476823,0.579495739476823,FALSE,2.49059627826725e-14,0,2.49059627826725e-14,202,FALSE
10,1,-15,1,0.616062299143245,15,NA,0.546211249748897,0.546211249748897,0.546211248208195,0.546211249748898,TRUE,NA,6.09776725654521e-16,6.09776725654521e-16,208,FALSE
0.3,1,-10,1,0.0298221281347035,10,0.728599050659887,0.728599050659887,0.728599050659887,0.728599050659887,0.728599050659887,FALSE,3.04755550702306e-16,0,3.04755550702306e-16,200,FALSE
0.7,1,-10,1,0.0690465157330258,10,0.659347099194153,0.659347099194088,0.659347099194153,0.659347099194153,0.659347099194088,FALSE,9.90087223068874e-14,0,9.90087223068874e-14,200,FALSE
1,1,-10,1,0.098076211353316,10,0.635456668742152,0.635456668742152,0.635456668742154,0.635456668742153,0.635456668742153,FALSE,6.98850498695859e-16,1.74712624673965e-16,2.09655149608758e-15,200,FALSE
1.5,1,-10,1,0.145751311064591,10,0.612433767991876,0.612433767992801,0.612433767991876,0.612433767991877,0.612433767991876,FALSE,5.43841513637708e-16,1.50934148084919e-12,5.43841513637708e-16,200,FALSE
3,1,-10,1,0.283882181415011,10,0.582186883371536,0.582186883371555,0.582186883371536,0.582186883371549,0.582186883371554,FALSE,3.07024964096578e-14,5.7209620639114e-16,3.07024964096578e-14,202,FALSE
10,1,-10,1,0.854101966249685,10,0.549161622112471,0.549161622333743,0.549161622112471,0.549161622594373,0.549161622333742,FALSE,4.02925908533734e-10,1.61733519528492e-15,4.02925908533734e-10,208,FALSE
0.3,1,-5,1,0.0586252328302401,5,0.732743179987261,0.73274317998726,0.732743179987261,0.732743179987261,0.73274317998726,FALSE,9.09095891942216e-16,7.57579909951847e-16,9.09095891942216e-16,200,FALSE
0.7,1,-5,1,0.132931668593933,5,0.665706411682238,0.665706411682156,0.665706411682238,0.665706411682238,0.665706411682192,FALSE,6.83772053428294e-14,5.48685379458314e-14,6.83772053428294e-14,200,FALSE
1,1,-5,1,0.186140661634507,5,0.642679954619532,0.642679954619533,0.642679954619533,0.642679954619533,0.642679954619533,FALSE,1.03649384112104e-15,1.72748973520173e-16,1.72748973520173e-16,200,FALSE
1.5,1,-5,1,0.270690632574555,5,0.620411784208158,0.620411784209126,0.620411784208158,0.620411784208157,0.620411784208157,FALSE,1.07369626388592e-15,1.56169121582207e-12,1.07369626388592e-15,200,FALSE
3,1,-5,1,0.5,5,0.590466848444515,0.590466848444518,0.590466848444515,0.590466848444517,0.590466848444518,FALSE,4.13654155285714e-15,1.88024616038961e-16,4.13654155285714e-15,201,FALSE
10,1,-5,1,1.3117376914899,5,0.554606858778857,0.55460685877809,0.554606858778857,0.554606858775391,0.55460685877809,FALSE,1.3834577055338e-12,2.00181986041644e-16,1.3834577055338e-12,206,FALSE
0.3,1,-2,1,0.132455532033676,2,0.748264224351684,0.748264224351684,0.748264224351684,0.748264224351684,0.748264224351684,FALSE,1.48373126563292e-16,0,1.48373126563292e-16,200,FALSE
0.7,1,-2,1,0.274596669241483,2,0.684107618870033,0.684107618869926,0.684107618870033,0.684107618870033,0.684107618870075,FALSE,6.1344778472349e-14,2.18926206770367e-13,6.1344778472349e-14,200,FALSE
1,1,-2,1,0.366025403784439,2,0.660660599516928,0.660660599516928,0.660660599516928,0.660660599516928,0.660660599516928,FALSE,0,0,0,200,FALSE
1.5,1,-2,1,0.5,2,0.636666629816385,0.636666629817492,0.636666629816385,0.636666629816385,0.636666629816385,FALSE,8.71902949386044e-16,1.73892324225553e-12,8.71902949386044e-16,200,FALSE
3,1,-2,1,0.822875655532295,2,0.601816561922522,0.601816561922522,0.601816561922522,0.601816561922522,0.601816561922522,FALSE,9.22393213206457e-16,3.68957285282583e-16,9.22393213206457e-16,201,FALSE
10,1,-2,1,1.79128784747792,2,0.558312959056778,0.558312959056751,0.558312959056778,0.558312959056744,0.558312959056751,FALSE,4.81224674442812e-14,3.9770634251472e-16,4.81224674442812e-14,203,FALSE
0.3,1,-0.5,1,0.281970514902493,0.5,0.77740763343917,0.777407633439171,0.77740763343917,0.777407633439171,0.77740763343917,FALSE,4.28432772024753e-16,1.42810924008251e-16,4.28432772024753e-16,200,FALSE
0.7,1,-0.5,1,0.479669331122391,0.5,0.705895062305128,0.705895062305139,0.705895062305128,0.705895062305128,0.705895062305116,FALSE,1.66715489163457e-14,3.17703101990739e-14,1.66715489163457e-14,200,FALSE
1,1,-0.5,1,0.593070330817254,0.5,0.677823145090477,0.677823145090477,0.677823145090478,0.677823145090477,0.677823145090477,FALSE,3.27584867134321e-16,0,3.27584867134321e-16,200,FALSE
1.5,1,-0.5,1,0.75,0.5,0.648735399464032,0.648735399465308,0.648735399464032,0.648735399464032,0.648735399464032,FALSE,5.13409485073141e-16,1.96772741979033e-12,5.13409485073141e-16,200,FALSE
3,1,-0.5,1,1.10610722522451,0.5,0.607389375383678,0.607389375383678,0.607389375383678,0.607389375383677,0.607389375383678,FALSE,0,3.65572092506178e-16,0,200,FALSE
10,1,-0.5,1,2.11455910839611,0.5,0.559378385857227,0.559378385857227,0.559378385857227,0.559378385857227,0.559378385857227,FALSE,7.93897692649515e-16,1.98474423162379e-16,7.93897692649515e-16,200,FALSE
0.3,1,0.5,1,0.531970514902493,0.5,0.801952734482491,0.801952734482491,0.801952734482491,0.801952734482491,0.801952734482491,FALSE,2.76879914959476e-16,1.38439957479738e-16,2.76879914959476e-16,200,FALSE
0.7,1,0.5,1,0.729669331122391,0.5,0.717635616899484,0.717635616899542,0.717635616899484,0.717635616899484,0.717635616899484,FALSE,3.09411349849616e-16,8.1375185010449e-14,3.09411349849616e-16,200,FALSE
1,1,0.5,1,0.843070330817254,0.5,0.6853297823065,0.6853297823065,0.6853297823065,0.6853297823065,0.6853297823065,FALSE,1.61998362436354e-16,1.61998362436354e-16,1.61998362436354e-16,200,FALSE
1.5,1,0.5,1,1,0.5,0.652858096958939,0.652858096960215,0.652858096958939,0.652858096958939,0.652858096958939,FALSE,3.40111589270825e-16,1.9549614151287e-12,3.40111589270825e-16,200,FALSE
3,1,0.5,1,1.35610722522451,0.5,0.608634047434008,0.608634047434008,0.608634047434008,0.608634047434008,0.608634047434008,FALSE,0,1.8241224415654e-16,0,200,FALSE
10,1,0.5,1,2.36455910839611,0.5,0.559499559245628,0.559499559245628,0.559499559245628,0.559499559245628,0.559499559245628,FALSE,5.9529431593587e-16,5.9529431593587e-16,5.9529431593587e-16,200,FALSE
0.3,1,2,1,1.13245553203368,2,0.780128161970387,0.780128161970387,0.780128161970387,0.780128161970387,0.780128161970387,FALSE,2.8462580348876e-16,1.4231290174438e-16,2.8462580348876e-16,200,FALSE
0.7,1,2,1,1.27459666924148,2,0.700462938876516,0.700462939025373,0.700462938876516,0.700462938876516,0.700462938876516,FALSE,3.16996935314197e-16,2.12512209459155e-10,3.16996935314197e-16,200,FALSE
1,1,2,1,1.36602540378444,2,0.671834514326088,0.671834514326088,0.671834514326088,0.671834514326088,0.671834514326088,FALSE,0,1.65252454429022e-16,0,201,FALSE
1.5,1,2,1,1.5,2,0.643426587193069,0.643426587193742,0.643426587193069,0.643426587193069,0.643426587193069,FALSE,5.17645546542524e-16,1.04650674659347e-12,5.17645546542524e-16,201,FALSE
3,1,2,1,1.8228756555323,2,0.604259084377225,0.604259084377225,0.604259084377225,0.604259084377225,0.604259084377225,FALSE,0,1.83732947228985e-16,0,202,FALSE
10,1,2,1,2.79128784747792,2,0.558607171902303,0.558607171902303,0.558607171902303,0.558607171902303,0.558607171902303,FALSE,3.97496874536845e-16,5.96245311805267e-16,3.97496874536845e-16,204,FALSE
0.3,1,5,1,2.55862523283024,5,0.619772484823305,0.619772484835517,0.619772484823305,0.619772484823305,0.619772484823304,FALSE,1.61220568294107e-15,1.97068857324126e-11,1.61220568294107e-15,209,FALSE
0.7,1,5,1,2.63293166859393,5,0.60938001449168,0.609380014491681,0.60938001449168,0.609380014491681,0.60938001449168,FALSE,9.10944729251795e-16,1.82188945850359e-15,9.10944729251795e-16,209,FALSE
1,1,5,1,2.68614066163451,5,0.603737589547719,0.60373758954772,0.60373758954772,0.60373758954772,0.60373758954772,FALSE,1.83891651579432e-15,0,0,210,FALSE
1.5,1,5,1,2.77069063257455,5,0.596258478228247,0.596258478228253,0.596258478228247,0.596258478228247,0.596258478228246,FALSE,1.67578451065672e-15,1.22890864114826e-14,1.67578451065672e-15,210,FALSE
3,1,5,1,3,5,0.581237926164073,0.581237926164073,0.581237926164073,0.581237926164073,0.581237926164073,FALSE,7.64040317845165e-16,7.64040317845165e-16,7.64040317845165e-16,212,FALSE
10,1,5,1,3.8117376914899,5,0.553417132142102,0.5534171321421,0.553417132142102,0.553417132142102,0.553417132142099,FALSE,4.81469601200602e-15,1.40428633683509e-15,4.81469601200602e-15,216,FALSE
0.3,1,10,1,5.0298221281347,10,0.556868038936976,0.556868038936968,0.556868038936976,0.55686803893697,0.556868038936975,FALSE,9.96845704006015e-16,1.33577324336806e-14,9.96845704006015e-16,244,FALSE
0.7,1,10,1,5.06904651573303,10,0.555870956572266,0.555870956572256,0.555870956572266,0.555870956572257,0.555870956572262,FALSE,7.190163186968e-15,1.05855180252584e-14,7.190163186968e-15,245,FALSE
1,1,10,1,5.09807621135332,10,0.555156670792628,0.555156670792621,0.555156670792621,0.555156670792621,0.555156670792621,FALSE,1.33989099948458e-14,7.99934925065419e-16,0,245,FALSE
1.5,1,10,1,5.14575131106459,10,0.554024757562838,0.554024757562832,0.554024757562838,0.554024757562832,0.554024757562838,FALSE,6.01176938107807e-16,1.02200079478327e-14,6.01176938107807e-16,245,FALSE
3,1,10,1,5.28388218141501,10,0.551005667364119,0.551005667364111,0.551005667364119,0.551005667364112,0.55100566736412,FALSE,3.42533526177968e-15,1.77311472374477e-14,3.42533526177968e-15,247,FALSE
10,1,10,1,5.85410196624968,10,0.54153751126483,0.541537511264827,0.54153751126483,0.541537511264825,0.541537511264824,FALSE,1.14807355142948e-14,4.30527581786054e-15,1.14807355142948e-14,253,FALSE
0.3,1,15,1,7.51994694922886,15,0.53773627545718,0.537736275457192,0.53773627545718,0.537736275457193,0.537736275457196,FALSE,2.86982685502646e-14,7.43264509215487e-15,2.86982685502646e-14,318,FALSE
0.7,1,15,1,7.54637985454564,15,0.537444454690422,0.537444454690422,0.537444454690422,0.537444454690422,0.537444454690416,FALSE,1.05352978827363e-14,1.05352978827363e-14,1.05352978827363e-14,319,FALSE
1,1,15,1,7.56608438061844,15,0.537229915158314,0.537229915158321,0.537229915158322,0.53722991515832,0.537229915158322,FALSE,1.50859582668162e-14,8.26627850236503e-16,0,319,FALSE
1.5,1,15,1,7.59870107958516,15,0.536880285966352,0.536880285966356,0.536880285966352,0.536880285966356,0.53688028596635,FALSE,4.75620547705845e-15,1.17871179214057e-14,4.75620547705845e-15,320,FALSE
3,1,15,1,7.69493345951487,15,0.535886923152175,0.535886923152179,0.535886923152175,0.53588692315218,0.535886923152189,FALSE,2.52753338722174e-14,1.82313883668454e-14,2.52753338722174e-14,323,FALSE
10,1,15,1,8.11606229914324,15,0.532114376138354,0.532114376138354,0.532114376138354,0.532114376138353,0.532114376138358,FALSE,8.55439094503917e-15,8.55439094503917e-15,8.55439094503917e-15,334,FALSE
0.3,1,18,1,9.01663591625449,18,0.531414200466547,0.531414200466547,0.531414200466547,0.531414200466548,0.531414200466524,FALSE,4.32461469595005e-14,4.32461469595005e-14,4.32461469595005e-14,401,FALSE
0.7,1,18,1,9.03872228716409,18,0.531245727607904,0.531245727607927,0.531245727607904,0.53124572760793,0.531245727607915,FALSE,2.13164535029154e-14,2.13164535029154e-14,2.13164535029154e-14,402,FALSE
1,1,18,1,9.05521678957215,18,0.531121105988086,0.531121105988086,0.531121105988084,0.531121105988087,0.531121105988084,FALSE,2.50840649059064e-15,2.50840649059064e-15,0,403,FALSE
1.5,1,18,1,9.08257569495584,18,0.530916619726451,0.530916619726451,0.530916619726451,0.530916619726453,0.530916619726445,FALSE,1.06648336390481e-14,1.06648336390481e-14,1.06648336390481e-14,403,FALSE
3,1,18,1,9.16368952654441,18,0.530326139500282,0.530326139500297,0.530326139500282,0.530326139500294,0.53032613950027,FALSE,2.34468885269711e-14,5.17087630907309e-14,2.34468885269711e-14,406,FALSE
10,1,18,1,9.52493781056044,18,0.527952886366809,0.527952886366817,0.527952886366809,0.527952886366817,0.527952886366813,FALSE,6.30864829018356e-15,7.78066622455973e-15,6.30864829018356e-15,416,FALSE
0.3,1,20,1,10.0149775672479,20,0.528260380008203,0.528260380008195,0.528260380008203,0.528260380008199,0.528260380008188,FALSE,2.81622266082997e-14,1.38709474339387e-14,2.81622266082997e-14,462,FALSE
0.7,1,20,1,10.0348783500696,20,0.528137682543306,0.528137682543321,0.528137682543306,0.528137682543325,0.528137682543296,FALSE,2.03908255267909e-14,4.89800242035287e-14,2.03908255267909e-14,463,FALSE
1,1,20,1,10.049752469181,20,0.528046681567266,0.528046681567274,0.52804668156727,0.528046681567273,0.528046681567271,FALSE,8.41003694090042e-15,5.67677493510778e-15,2.1025092352251e-16,463,FALSE
1.5,1,20,1,10.0744457825461,20,0.527896919735438,0.527896919735453,0.527896919735438,0.527896919735452,0.527896919735429,FALSE,1.55629822321063e-14,4.41652198478694e-14,1.55629822321063e-14,464,FALSE
3,1,20,1,10.1478150704935,20,0.527461379010131,0.527461379010138,0.527461379010131,0.527461379010135,0.527461379010139,FALSE,1.51548645936928e-14,8.41936921871822e-16,1.51548645936928e-14,466,FALSE
10,1,20,1,10.4772255750517,20,0.525664726318954,0.525664726318969,0.525664726318954,0.525664726318965,0.525664726318948,FALSE,1.03489782522757e-14,3.88614693554844e-14,1.03489782522757e-14,477,FALSE
0.3,1,22,1,11.0136195008361,22,0.525683018704107,0.525683018704055,0.525683018704107,0.525683018704064,0.525683018704083,FALSE,4.60407908866705e-14,5.34326609831543e-14,4.60407908866705e-14,527,FALSE
0.7,1,22,1,11.0317266743757,22,0.525590898263094,0.525590898263094,0.525590898263094,0.525590898263102,0.525590898263106,FALSE,2.30244302334861e-14,2.30244302334861e-14,2.30244302334861e-14,527,FALSE
1,1,22,1,11.0452682532047,22,0.525522442079052,0.525522442079029,0.525522442079028,0.52552244207903,0.525522442079028,FALSE,4.60548589344331e-14,3.38017313280243e-15,2.11260820800152e-16,528,FALSE
1.5,1,22,1,11.06776436283,22,0.525409535584998,0.52540953558499,0.525409535584998,0.525409535584986,0.525409535585015,FALSE,3.35976888426374e-14,4.77552055247551e-14,3.35976888426374e-14,528,FALSE
3,1,22,1,11.1347138347923,22,0.525079433155733,0.525079433155718,0.525079433155733,0.525079433155716,0.525079433155721,FALSE,2.156678425418e-14,6.97748902341119e-15,2.156678425418e-14,531,FALSE
10,1,22,1,11.437171043519,22,0.523690355227911,0.523690355227881,0.523690355227911,0.523690355227886,0.523690355227889,FALSE,4.30359795151913e-14,1.37799934408248e-14,4.30359795151913e-14,541,FALSE
0.3,1,25,1,12.5119885020655,25,0.522593356499439,0.522593356499439,0.522593356499439,0.52259335649945,0.522593356499495,FALSE,1.07709573128777e-13,1.07709573128777e-13,1.07709573128777e-13,631,FALSE
0.7,1,25,1,12.5279375594219,25,0.522530624379859,0.522530624379919,0.522530624379859,0.52253062437992,0.522530624379858,FALSE,2.76211549079177e-15,1.16433791457992e-13,2.76211549079177e-15,631,FALSE
1,1,25,1,12.5398728127046,25,0.52248390968177,0.522483909681815,0.522483909681813,0.522483909681808,0.522483909681813,FALSE,8.15959369381705e-14,3.61232012486692e-15,0,632,FALSE
1.5,1,25,1,12.559714732062,25,0.522406680305821,0.522406680305851,0.522406680305821,0.522406680305849,0.52240668030579,FALSE,6.0143395521858e-14,1.16886457727993e-13,6.0143395521858e-14,633,FALSE
3,1,25,1,12.6188696014285,25,0.522179587393689,0.522179587393719,0.522179587393689,0.52217958739372,0.522179587393769,FALSE,1.53294157810714e-13,9.65264183717947e-14,1.53294157810714e-13,635,FALSE
